,Date,weather.station,origin,destination,loc,origin.tract,destination.tract,Distance,post,treated,month,dayofweek,traveltime.mileEvening,median.age,median.income,per.male,per.female,per.white,per.bachelors,numvehicles,transScore,transRoutes,NumBikeshare,WalkScore,totalschool,undergrad,grad,college,dest.long,dest.lat,origin.long,origin.lat,Precip
431,6/30/19,FULTON CO-BROWN FLD ARPT,12.02,12.01,m,1202,1201,0.280330265,False,True,6,Sunday,6.302090375,34.4,62728,61.28,38.72,69.74,43.34,2395,9.6,52,7,90,748,375,289,664,-84.380305,33.7763742,-84.3851557,33.776784,0
432,7/1/19,DEKALB-PEACHTREE AIRPORT,11.0,12.01,m,1100,1201,0.560883959,False,True,7,Monday,7.16131492,36.8,84593,52.88,47.12,76.53,38.06,2240,9.4,40,5,90,448,137,227,364,-84.380305,33.7763742,-84.3830169,33.7841633,0
433,7/1/19,DEKALB-PEACHTREE AIRPORT,13.0,5.0,m,1300,500,1.594004151,False,True,7,Monday,5.332482977,32.0,52188,59.21,40.79,66.16,47.01,2050,8.9,11,2,89,835,162,251,413,-84.3854516,33.7961417,-84.3715699,33.7761933,0
434,7/1/19,DEKALB-PEACHTREE AIRPORT,5.0,13.0,m,500,1300,1.594004151,False,True,7,Monday,6.127127499,31.4,46672,51.5,48.5,64.72,35.64,2120,9.1,37,4,62,1474,452,347,799,-84.3715699,33.7761933,-84.3854516,33.7961417,0
435,7/1/19,DEKALB-PEACHTREE AIRPORT,13.0,4.0,m,1300,400,0.929141787,False,True,7,Monday,6.601073612,32.0,52188,59.21,40.79,66.16,47.01,2050,8.9,11,2,89,835,162,251,413,-84.3785105,33.7883241,-84.3715699,33.7761933,0
436,7/1/19,DEKALB-PEACHTREE AIRPORT,11.0,5.0,m,1100,500,0.840292634,False,True,7,Monday,5.771798781,36.8,84593,52.88,47.12,76.53,38.06,2240,9.4,40,5,90,448,137,227,364,-84.3854516,33.7961417,-84.3830169,33.7841633,0
437,7/1/19,DEKALB-PEACHTREE AIRPORT,4.0,10.01,m,400,1001,0.774324455,False,True,7,Monday,7.66259324,44.6,47260,45.29,54.71,79.74,34.21,555,9.2,39,7,74,347,145,33,178,-84.3902405,33.7828223,-84.3785105,33.7883241,0
438,7/1/19,DEKALB-PEACHTREE AIRPORT,4.0,12.01,m,400,1201,0.832996532,False,True,7,Monday,6.402587678,44.6,47260,45.29,54.71,79.74,34.21,555,9.2,39,7,74,347,145,33,178,-84.380305,33.7763742,-84.3785105,33.7883241,0
439,7/1/19,DEKALB-PEACHTREE AIRPORT,303.2,312.07,c,30320,31207,3.336371018,False,False,7,Monday,1.553584211,42.0,57461,47.58,52.42,69.49,45.71,3550,2.6,3,3,1,1501,198,59,257,-84.466061,33.8748589,-84.45224,33.9217087,0
440,7/1/19,DEKALB-PEACHTREE AIRPORT,11.0,10.01,m,1100,1001,0.425523969,False,True,7,Monday,9.909351691,36.8,84593,52.88,47.12,76.53,38.06,2240,9.4,40,5,90,448,137,227,364,-84.3902405,33.7828223,-84.3830169,33.7841633,0
441,7/1/19,DEKALB-PEACHTREE AIRPORT,5.0,11.0,m,500,1100,0.840292634,False,True,7,Monday,4.680908977,31.4,46672,51.5,48.5,64.72,35.64,2120,9.1,37,4,62,1474,452,347,799,-84.3830169,33.7841633,-84.3854516,33.7961417,0
442,7/1/19,DEKALB-PEACHTREE AIRPORT,5.0,12.01,m,500,1201,1.398977216,False,True,7,Monday,4.944088144,31.4,46672,51.5,48.5,64.72,35.64,2120,9.1,37,4,62,1474,452,347,799,-84.380305,33.7763742,-84.3854516,33.7961417,0
443,7/1/19,DEKALB-PEACHTREE AIRPORT,4.0,5.0,m,400,500,0.67202502,False,True,7,Monday,4.389717511,44.6,47260,45.29,54.71,79.74,34.21,555,9.2,39,7,74,347,145,33,178,-84.3854516,33.7961417,-84.3785105,33.7883241,0
444,7/1/19,DEKALB-PEACHTREE AIRPORT,4.0,11.0,m,400,1100,0.387231811,False,True,7,Monday,4.777500063,44.6,47260,45.29,54.71,79.74,34.21,555,9.2,39,7,74,347,145,33,178,-84.3830169,33.7841633,-84.3785105,33.7883241,0
445,7/1/19,DEKALB-PEACHTREE AIRPORT,303.2,303.45,c,30320,30345,1.908341747,False,False,7,Monday,1.117899002,42.0,57461,47.58,52.42,69.49,45.71,3550,2.6,3,3,1,1501,198,59,257,-84.4675841,33.8972346,-84.45224,33.9217087,0
446,7/1/19,DEKALB-PEACHTREE AIRPORT,5.0,12.02,m,500,1202,1.339093776,False,True,7,Monday,3.957900557,31.4,46672,51.5,48.5,64.72,35.64,2120,9.1,37,4,62,1474,452,347,799,-84.3851557,33.776784,-84.3854516,33.7961417,0
447,7/1/19,DEKALB-PEACHTREE AIRPORT,11.0,12.02,m,1100,1202,0.525034066,False,True,7,Monday,5.206011396,36.8,84593,52.88,47.12,76.53,38.06,2240,9.4,40,5,90,448,137,227,364,-84.3851557,33.776784,-84.3830169,33.7841633,0
448,7/1/19,DEKALB-PEACHTREE AIRPORT,303.2,303.44,c,30320,30344,1.654133801,False,False,7,Monday,2.045380689,42.0,57461,47.58,52.42,69.49,45.71,3550,2.6,3,3,1,1501,198,59,257,-84.4754314,33.9075148,-84.45224,33.9217087,0
449,7/1/19,DEKALB-PEACHTREE AIRPORT,13.0,10.01,m,1300,1001,1.167271662,False,True,7,Monday,5.440036117,32.0,52188,59.21,40.79,66.16,47.01,2050,8.9,11,2,89,835,162,251,413,-84.3902405,33.7828223,-84.3715699,33.7761933,0
450,7/1/19,DEKALB-PEACHTREE AIRPORT,5.0,10.01,m,500,1001,0.961564188,False,True,7,Monday,2.149275829,31.4,46672,51.5,48.5,64.72,35.64,2120,9.1,37,4,62,1474,452,347,799,-84.3902405,33.7828223,-84.3854516,33.7961417,0
451,7/1/19,DEKALB-PEACHTREE AIRPORT,303.2,303.39,c,30320,30339,2.676838874,False,False,7,Monday,1.70599236,42.0,57461,47.58,52.42,69.49,45.71,3550,2.6,3,3,1,1501,198,59,257,-84.4520485,33.88301,-84.45224,33.9217087,0
452,7/1/19,DEKALB-PEACHTREE AIRPORT,4.0,13.0,m,400,1300,0.929141787,False,True,7,Monday,5.811814811,44.6,47260,45.29,54.71,79.74,34.21,555,9.2,39,7,74,347,145,33,178,-84.3715699,33.7761933,-84.3785105,33.7883241,0
453,7/1/19,DEKALB-PEACHTREE AIRPORT,5.0,4.0,m,500,400,0.67202502,False,True,7,Monday,4.017707553,31.4,46672,51.5,48.5,64.72,35.64,2120,9.1,37,4,62,1474,452,347,799,-84.3785105,33.7883241,-84.3854516,33.7961417,0
454,7/1/19,DEKALB-PEACHTREE AIRPORT,13.0,12.02,m,1300,1202,0.782191155,False,True,7,Monday,5.753069404,32.0,52188,59.21,40.79,66.16,47.01,2050,8.9,11,2,89,835,162,251,413,-84.3851557,33.776784,-84.3715699,33.7761933,0
455,7/1/19,DEKALB-PEACHTREE AIRPORT,11.0,13.0,m,1100,1300,0.858514772,False,True,7,Monday,9.784339511,36.8,84593,52.88,47.12,76.53,38.06,2240,9.4,40,5,90,448,137,227,364,-84.3715699,33.7761933,-84.3830169,33.7841633,0
456,7/1/19,DEKALB-PEACHTREE AIRPORT,303.2,312.11,c,30320,31211,4.700134058,False,False,7,Monday,1.077983437,42.0,57461,47.58,52.42,69.49,45.71,3550,2.6,3,3,1,1501,198,59,257,-84.4790865,33.8575174,-84.45224,33.9217087,0
457,7/1/19,DEKALB-PEACHTREE AIRPORT,13.0,11.0,m,1300,1100,0.858514772,False,True,7,Monday,7.668281958,32.0,52188,59.21,40.79,66.16,47.01,2050,8.9,11,2,89,835,162,251,413,-84.3830169,33.7841633,-84.3715699,33.7761933,0
458,7/1/19,DEKALB-PEACHTREE AIRPORT,4.0,12.02,m,400,1202,0.884951126,False,True,7,Monday,4.93435913,44.6,47260,45.29,54.71,79.74,34.21,555,9.2,39,7,74,347,145,33,178,-84.3851557,33.776784,-84.3785105,33.7883241,0
459,7/1/19,DEKALB-PEACHTREE AIRPORT,11.0,4.0,m,1100,400,0.387231811,False,True,7,Monday,5.509189261,36.8,84593,52.88,47.12,76.53,38.06,2240,9.4,40,5,90,448,137,227,364,-84.3785105,33.7883241,-84.3830169,33.7841633,0
460,7/1/19,DEKALB-PEACHTREE AIRPORT,13.0,12.01,m,1300,1201,0.502386569,False,True,7,Monday,6.004672202,32.0,52188,59.21,40.79,66.16,47.01,2050,8.9,11,2,89,835,162,251,413,-84.380305,33.7763742,-84.3715699,33.7761933,0
461,7/1/19,FULTON CO-BROWN FLD ARPT,312.11,303.39,c,31211,30339,2.349627561,False,False,7,Monday,2.113810184,31.5,43632,39.9,60.1,50.23,47.55,3110,3.9,1,0,47,845,299,339,638,-84.4520485,33.88301,-84.4790865,33.8575174,0
462,7/1/19,FULTON CO-BROWN FLD ARPT,312.11,312.07,c,31211,31207,1.413699333,False,False,7,Monday,1.992408569,31.5,43632,39.9,60.1,50.23,47.55,3110,3.9,1,0,47,845,299,339,638,-84.466061,33.8748589,-84.4790865,33.8575174,0
463,7/1/19,FULTON CO-BROWN FLD ARPT,312.07,303.44,c,31207,30344,2.322025115,False,False,7,Monday,2.634194879,35.5,54383,43.63,56.37,49.71,34.02,2720,5.9,6,0,32,797,405,116,521,-84.4754314,33.9075148,-84.466061,33.8748589,0
464,7/1/19,FULTON CO-BROWN FLD ARPT,303.39,303.2,c,30339,30320,2.676838874,False,False,7,Monday,1.799386102,30.8,40477,52.73,47.27,63.19,44.04,4140,5.2,5,3,26,1262,637,329,966,-84.45224,33.9217087,-84.4520485,33.88301,0
465,7/1/19,FULTON CO-BROWN FLD ARPT,312.11,303.44,c,31211,30344,3.464718747,False,False,7,Monday,2.010745222,31.5,43632,39.9,60.1,50.23,47.55,3110,3.9,1,0,47,845,299,339,638,-84.4754314,33.9075148,-84.4790865,33.8575174,0
466,7/1/19,FULTON CO-BROWN FLD ARPT,312.11,303.2,c,31211,30320,4.700134058,False,False,7,Monday,,31.5,43632,39.9,60.1,50.23,47.55,3110,3.9,1,0,47,845,299,339,638,-84.45224,33.9217087,-84.4790865,33.8575174,0
467,7/1/19,FULTON CO-BROWN FLD ARPT,312.07,312.11,c,31207,31211,1.413699333,False,False,7,Monday,1.544411376,35.5,54383,43.63,56.37,49.71,34.02,2720,5.9,6,0,32,797,405,116,521,-84.4790865,33.8575174,-84.466061,33.8748589,0
468,7/1/19,FULTON CO-BROWN FLD ARPT,303.44,312.07,c,30344,31207,2.322025115,False,False,7,Monday,3.000254658,31.0,36851,43.02,56.98,29.93,35.47,2215,4.9,4,0,23,988,333,89,422,-84.466061,33.8748589,-84.4754314,33.9075148,0
469,7/1/19,FULTON CO-BROWN FLD ARPT,303.45,303.39,c,30345,30339,1.328099219,False,False,7,Monday,2.246318115,30.0,49812,48.35,51.65,25.03,37.0,2670,5.3,6,3,22,1239,209,73,282,-84.4520485,33.88301,-84.4675841,33.8972346,0
470,7/1/19,FULTON CO-BROWN FLD ARPT,303.44,303.45,c,30344,30345,0.841793384,False,False,7,Monday,3.0490459,31.0,36851,43.02,56.98,29.93,35.47,2215,4.9,4,0,23,988,333,89,422,-84.4675841,33.8972346,-84.4754314,33.9075148,0
471,7/1/19,FULTON CO-BROWN FLD ARPT,312.07,303.39,c,31207,30339,0.98255733,False,False,7,Monday,3.155032185,35.5,54383,43.63,56.37,49.71,34.02,2720,5.9,6,0,32,797,405,116,521,-84.4520485,33.88301,-84.466061,33.8748589,0
472,7/1/19,FULTON CO-BROWN FLD ARPT,10.01,12.01,m,1001,1201,0.72472971,False,True,7,Monday,6.4621793,26.0,30290,64.5,35.5,54.01,37.55,765,9.6,61,4,84,1498,900,536,1436,-84.380305,33.7763742,-84.3902405,33.7828223,0
473,7/1/19,FULTON CO-BROWN FLD ARPT,303.39,303.45,c,30339,30345,1.328099219,False,False,7,Monday,1.430616006,30.8,40477,52.73,47.27,63.19,44.04,4140,5.2,5,3,26,1262,637,329,966,-84.4675841,33.8972346,-84.4520485,33.88301,0
474,7/1/19,FULTON CO-BROWN FLD ARPT,12.01,13.0,m,1201,1300,0.502386569,False,True,7,Monday,5.473872449,32.7,49606,52.87,47.13,73.43,31.83,2120,9.3,53,3,91,714,106,280,386,-84.3715699,33.7761933,-84.380305,33.7763742,0
475,7/1/19,FULTON CO-BROWN FLD ARPT,303.45,303.2,c,30345,30320,1.908341747,False,False,7,Monday,1.74671719,30.0,49812,48.35,51.65,25.03,37.0,2670,5.3,6,3,22,1239,209,73,282,-84.45224,33.9217087,-84.4675841,33.8972346,0
476,7/1/19,FULTON CO-BROWN FLD ARPT,12.02,5.0,m,1202,500,1.339093776,False,True,7,Monday,4.667335562,34.4,62728,61.28,38.72,69.74,43.34,2395,9.6,52,7,90,748,375,289,664,-84.3854516,33.7961417,-84.3851557,33.776784,0
477,7/1/19,FULTON CO-BROWN FLD ARPT,303.45,303.44,c,30345,30344,0.841793384,False,False,7,Monday,2.336281924,30.0,49812,48.35,51.65,25.03,37.0,2670,5.3,6,3,22,1239,209,73,282,-84.4754314,33.9075148,-84.4675841,33.8972346,0
478,7/1/19,FULTON CO-BROWN FLD ARPT,312.11,303.45,c,31211,30345,2.825563612,False,False,7,Monday,2.430193621,31.5,43632,39.9,60.1,50.23,47.55,3110,3.9,1,0,47,845,299,339,638,-84.4675841,33.8972346,-84.4790865,33.8575174,0
479,7/1/19,FULTON CO-BROWN FLD ARPT,303.45,312.11,c,30345,31211,2.825563612,False,False,7,Monday,1.551312918,30.0,49812,48.35,51.65,25.03,37.0,2670,5.3,6,3,22,1239,209,73,282,-84.4790865,33.8575174,-84.4675841,33.8972346,0
480,7/1/19,FULTON CO-BROWN FLD ARPT,312.07,303.45,c,31207,30345,1.550211998,False,False,7,Monday,3.408136009,35.5,54383,43.63,56.37,49.71,34.02,2720,5.9,6,0,32,797,405,116,521,-84.4675841,33.8972346,-84.466061,33.8748589,0
481,7/1/19,FULTON CO-BROWN FLD ARPT,10.01,4.0,m,1001,400,0.774324455,False,True,7,Monday,3.508434545,26.0,30290,64.5,35.5,54.01,37.55,765,9.6,61,4,84,1498,900,536,1436,-84.3785105,33.7883241,-84.3902405,33.7828223,0
482,7/1/19,FULTON CO-BROWN FLD ARPT,303.39,312.07,c,30339,31207,0.98255733,False,False,7,Monday,2.985406799,30.8,40477,52.73,47.27,63.19,44.04,4140,5.2,5,3,26,1262,637,329,966,-84.466061,33.8748589,-84.4520485,33.88301,0
483,7/1/19,FULTON CO-BROWN FLD ARPT,12.01,12.02,m,1201,1202,0.280330265,False,True,7,Monday,5.707553548,32.7,49606,52.87,47.13,73.43,31.83,2120,9.3,53,3,91,714,106,280,386,-84.3851557,33.776784,-84.380305,33.7763742,0
484,7/1/19,FULTON CO-BROWN FLD ARPT,303.39,303.44,c,30339,30344,2.162291219,False,False,7,Monday,1.294922708,30.8,40477,52.73,47.27,63.19,44.04,4140,5.2,5,3,26,1262,637,329,966,-84.4754314,33.9075148,-84.4520485,33.88301,0
485,7/1/19,FULTON CO-BROWN FLD ARPT,10.01,11.0,m,1001,1100,0.425523969,False,True,7,Monday,4.935092147,26.0,30290,64.5,35.5,54.01,37.55,765,9.6,61,4,84,1498,900,536,1436,-84.3830169,33.7841633,-84.3902405,33.7828223,0
486,7/1/19,FULTON CO-BROWN FLD ARPT,312.07,303.2,c,31207,30320,3.336371018,False,False,7,Monday,,35.5,54383,43.63,56.37,49.71,34.02,2720,5.9,6,0,32,797,405,116,521,-84.45224,33.9217087,-84.466061,33.8748589,0
487,7/1/19,FULTON CO-BROWN FLD ARPT,303.44,303.39,c,30344,30339,2.162291219,False,False,7,Monday,2.281530485,31.0,36851,43.02,56.98,29.93,35.47,2215,4.9,4,0,23,988,333,89,422,-84.4520485,33.88301,-84.4754314,33.9075148,0
488,7/1/19,FULTON CO-BROWN FLD ARPT,12.01,4.0,m,1201,400,0.832996532,False,True,7,Monday,4.001617299,32.7,49606,52.87,47.13,73.43,31.83,2120,9.3,53,3,91,714,106,280,386,-84.3785105,33.7883241,-84.380305,33.7763742,0
489,7/1/19,FULTON CO-BROWN FLD ARPT,303.44,303.2,c,30344,30320,1.654133801,False,False,7,Monday,2.629775172,31.0,36851,43.02,56.98,29.93,35.47,2215,4.9,4,0,23,988,333,89,422,-84.45224,33.9217087,-84.4754314,33.9075148,0
490,7/1/19,FULTON CO-BROWN FLD ARPT,303.44,312.11,c,30344,31211,3.464718747,False,False,7,Monday,1.885674945,31.0,36851,43.02,56.98,29.93,35.47,2215,4.9,4,0,23,988,333,89,422,-84.4790865,33.8575174,-84.4754314,33.9075148,0
491,7/1/19,FULTON CO-BROWN FLD ARPT,10.01,12.02,m,1001,1202,0.509818637,False,True,7,Monday,4.707556421,26.0,30290,64.5,35.5,54.01,37.55,765,9.6,61,4,84,1498,900,536,1436,-84.3851557,33.776784,-84.3902405,33.7828223,0
492,7/1/19,FULTON CO-BROWN FLD ARPT,12.02,11.0,m,1202,1100,0.525034066,False,True,7,Monday,4.094972379,34.4,62728,61.28,38.72,69.74,43.34,2395,9.6,52,7,90,748,375,289,664,-84.3830169,33.7841633,-84.3851557,33.776784,0
493,7/1/19,FULTON CO-BROWN FLD ARPT,12.02,12.01,m,1202,1201,0.280330265,False,True,7,Monday,6.420997741,34.4,62728,61.28,38.72,69.74,43.34,2395,9.6,52,7,90,748,375,289,664,-84.380305,33.7763742,-84.3851557,33.776784,0
494,7/1/19,FULTON CO-BROWN FLD ARPT,10.01,13.0,m,1001,1300,1.167271662,False,True,7,Monday,6.582300918,26.0,30290,64.5,35.5,54.01,37.55,765,9.6,61,4,84,1498,900,536,1436,-84.3715699,33.7761933,-84.3902405,33.7828223,0
495,7/1/19,FULTON CO-BROWN FLD ARPT,303.45,312.07,c,30345,31207,1.550211998,False,False,7,Monday,2.408272764,30.0,49812,48.35,51.65,25.03,37.0,2670,5.3,6,3,22,1239,209,73,282,-84.466061,33.8748589,-84.4675841,33.8972346,0
496,7/1/19,FULTON CO-BROWN FLD ARPT,12.01,11.0,m,1201,1100,0.560883959,False,True,7,Monday,4.011524955,32.7,49606,52.87,47.13,73.43,31.83,2120,9.3,53,3,91,714,106,280,386,-84.3830169,33.7841633,-84.380305,33.7763742,0
497,7/1/19,FULTON CO-BROWN FLD ARPT,12.01,10.01,m,1201,1001,0.72472971,False,True,7,Monday,5.40431365,32.7,49606,52.87,47.13,73.43,31.83,2120,9.3,53,3,91,714,106,280,386,-84.3902405,33.7828223,-84.380305,33.7763742,0
498,7/1/19,FULTON CO-BROWN FLD ARPT,12.01,5.0,m,1201,500,1.398977216,False,True,7,Monday,4.574770716,32.7,49606,52.87,47.13,73.43,31.83,2120,9.3,53,3,91,714,106,280,386,-84.3854516,33.7961417,-84.380305,33.7763742,0
499,7/1/19,FULTON CO-BROWN FLD ARPT,303.39,312.11,c,30339,31211,2.349627561,False,False,7,Monday,2.120903507,30.8,40477,52.73,47.27,63.19,44.04,4140,5.2,5,3,26,1262,637,329,966,-84.4790865,33.8575174,-84.4520485,33.88301,0
500,7/1/19,FULTON CO-BROWN FLD ARPT,12.02,10.01,m,1202,1001,0.509818637,False,True,7,Monday,5.034470061,34.4,62728,61.28,38.72,69.74,43.34,2395,9.6,52,7,90,748,375,289,664,-84.3902405,33.7828223,-84.3851557,33.776784,0
501,7/1/19,FULTON CO-BROWN FLD ARPT,12.02,4.0,m,1202,400,0.884951126,False,True,7,Monday,5.292194334,34.4,62728,61.28,38.72,69.74,43.34,2395,9.6,52,7,90,748,375,289,664,-84.3785105,33.7883241,-84.3851557,33.776784,0
502,7/1/19,FULTON CO-BROWN FLD ARPT,10.01,5.0,m,1001,500,0.961564188,False,True,7,Monday,1.767952698,26.0,30290,64.5,35.5,54.01,37.55,765,9.6,61,4,84,1498,900,536,1436,-84.3854516,33.7961417,-84.3902405,33.7828223,0
503,7/1/19,FULTON CO-BROWN FLD ARPT,12.02,13.0,m,1202,1300,0.782191155,False,True,7,Monday,5.753069404,34.4,62728,61.28,38.72,69.74,43.34,2395,9.6,52,7,90,748,375,289,664,-84.3715699,33.7761933,-84.3851557,33.776784,0
504,7/2/19,DEKALB-PEACHTREE AIRPORT,13.0,11.0,m,1300,1100,0.858514772,False,True,7,Tuesday,6.872333704,32.0,52188,59.21,40.79,66.16,47.01,2050,8.9,11,2,89,835,162,251,413,-84.3830169,33.7841633,-84.3715699,33.7761933,0
505,7/2/19,DEKALB-PEACHTREE AIRPORT,5.0,13.0,m,500,1300,1.594004151,False,True,7,Tuesday,5.353394675,31.4,46672,51.5,48.5,64.72,35.64,2120,9.1,37,4,62,1474,452,347,799,-84.3715699,33.7761933,-84.3854516,33.7961417,0
506,7/2/19,DEKALB-PEACHTREE AIRPORT,4.0,11.0,m,400,1100,0.387231811,False,True,7,Tuesday,4.906621686,44.6,47260,45.29,54.71,79.74,34.21,555,9.2,39,7,74,347,145,33,178,-84.3830169,33.7841633,-84.3785105,33.7883241,0
507,7/2/19,DEKALB-PEACHTREE AIRPORT,303.2,303.45,c,30320,30345,1.908341747,False,False,7,Tuesday,2.270732347,42.0,57461,47.58,52.42,69.49,45.71,3550,2.6,3,3,1,1501,198,59,257,-84.4675841,33.8972346,-84.45224,33.9217087,0
508,7/2/19,DEKALB-PEACHTREE AIRPORT,13.0,4.0,m,1300,400,0.929141787,False,True,7,Tuesday,5.219870709,32.0,52188,59.21,40.79,66.16,47.01,2050,8.9,11,2,89,835,162,251,413,-84.3785105,33.7883241,-84.3715699,33.7761933,0
509,7/2/19,DEKALB-PEACHTREE AIRPORT,303.2,312.07,c,30320,31207,3.336371018,False,False,7,Tuesday,2.54268284,42.0,57461,47.58,52.42,69.49,45.71,3550,2.6,3,3,1,1501,198,59,257,-84.466061,33.8748589,-84.45224,33.9217087,0
510,7/2/19,DEKALB-PEACHTREE AIRPORT,11.0,5.0,m,1100,500,0.840292634,False,True,7,Tuesday,4.899086938,36.8,84593,52.88,47.12,76.53,38.06,2240,9.4,40,5,90,448,137,227,364,-84.3854516,33.7961417,-84.3830169,33.7841633,0
511,7/2/19,DEKALB-PEACHTREE AIRPORT,4.0,10.01,m,400,1001,0.774324455,False,True,7,Tuesday,7.016869091,44.6,47260,45.29,54.71,79.74,34.21,555,9.2,39,7,74,347,145,33,178,-84.3902405,33.7828223,-84.3785105,33.7883241,0
512,7/2/19,DEKALB-PEACHTREE AIRPORT,11.0,12.01,m,1100,1201,0.560883959,False,True,7,Tuesday,5.31898494,36.8,84593,52.88,47.12,76.53,38.06,2240,9.4,40,5,90,448,137,227,364,-84.380305,33.7763742,-84.3830169,33.7841633,0
513,7/2/19,DEKALB-PEACHTREE AIRPORT,303.2,312.11,c,30320,31211,4.700134058,False,False,7,Tuesday,1.563785183,42.0,57461,47.58,52.42,69.49,45.71,3550,2.6,3,3,1,1501,198,59,257,-84.4790865,33.8575174,-84.45224,33.9217087,0
514,7/2/19,DEKALB-PEACHTREE AIRPORT,13.0,12.01,m,1300,1201,0.502386569,False,True,7,Tuesday,6.236897093,32.0,52188,59.21,40.79,66.16,47.01,2050,8.9,11,2,89,835,162,251,413,-84.380305,33.7763742,-84.3715699,33.7761933,0
515,7/2/19,DEKALB-PEACHTREE AIRPORT,5.0,12.02,m,500,1202,1.339093776,False,True,7,Tuesday,4.231717576,31.4,46672,51.5,48.5,64.72,35.64,2120,9.1,37,4,62,1474,452,347,799,-84.3851557,33.776784,-84.3854516,33.7961417,0
516,7/2/19,DEKALB-PEACHTREE AIRPORT,4.0,12.01,m,400,1201,0.832996532,False,True,7,Tuesday,5.82235317,44.6,47260,45.29,54.71,79.74,34.21,555,9.2,39,7,74,347,145,33,178,-84.380305,33.7763742,-84.3785105,33.7883241,0
517,7/2/19,DEKALB-PEACHTREE AIRPORT,4.0,5.0,m,400,500,0.67202502,False,True,7,Tuesday,3.670498258,44.6,47260,45.29,54.71,79.74,34.21,555,9.2,39,7,74,347,145,33,178,-84.3854516,33.7961417,-84.3785105,33.7883241,0
518,7/2/19,DEKALB-PEACHTREE AIRPORT,13.0,10.01,m,1300,1001,1.167271662,False,True,7,Tuesday,6.139673308,32.0,52188,59.21,40.79,66.16,47.01,2050,8.9,11,2,89,835,162,251,413,-84.3902405,33.7828223,-84.3715699,33.7761933,0
519,7/2/19,DEKALB-PEACHTREE AIRPORT,303.2,303.39,c,30320,30339,2.676838874,False,False,7,Tuesday,2.415784801,42.0,57461,47.58,52.42,69.49,45.71,3550,2.6,3,3,1,1501,198,59,257,-84.4520485,33.88301,-84.45224,33.9217087,0
520,7/2/19,DEKALB-PEACHTREE AIRPORT,13.0,5.0,m,1300,500,1.594004151,False,True,7,Tuesday,5.750716936,32.0,52188,59.21,40.79,66.16,47.01,2050,8.9,11,2,89,835,162,251,413,-84.3854516,33.7961417,-84.3715699,33.7761933,0
521,7/2/19,DEKALB-PEACHTREE AIRPORT,5.0,4.0,m,500,400,0.67202502,False,True,7,Tuesday,3.472092947,31.4,46672,51.5,48.5,64.72,35.64,2120,9.1,37,4,62,1474,452,347,799,-84.3785105,33.7883241,-84.3854516,33.7961417,0
522,7/2/19,DEKALB-PEACHTREE AIRPORT,5.0,11.0,m,500,1100,0.840292634,False,True,7,Tuesday,4.700743337,31.4,46672,51.5,48.5,64.72,35.64,2120,9.1,37,4,62,1474,452,347,799,-84.3830169,33.7841633,-84.3854516,33.7961417,0
523,7/2/19,DEKALB-PEACHTREE AIRPORT,5.0,12.01,m,500,1201,1.398977216,False,True,7,Tuesday,4.658164974,31.4,46672,51.5,48.5,64.72,35.64,2120,9.1,37,4,62,1474,452,347,799,-84.380305,33.7763742,-84.3854516,33.7961417,0
524,7/2/19,DEKALB-PEACHTREE AIRPORT,4.0,13.0,m,400,1300,0.929141787,False,True,7,Tuesday,4.430611908,44.6,47260,45.29,54.71,79.74,34.21,555,9.2,39,7,74,347,145,33,178,-84.3715699,33.7761933,-84.3785105,33.7883241,0
525,7/2/19,DEKALB-PEACHTREE AIRPORT,11.0,10.01,m,1100,1001,0.425523969,False,True,7,Tuesday,8.616827558,36.8,84593,52.88,47.12,76.53,38.06,2240,9.4,40,5,90,448,137,227,364,-84.3902405,33.7828223,-84.3830169,33.7841633,0
526,7/2/19,DEKALB-PEACHTREE AIRPORT,303.2,303.44,c,30320,30344,1.654133801,False,False,7,Tuesday,3.365306159,42.0,57461,47.58,52.42,69.49,45.71,3550,2.6,3,3,1,1501,198,59,257,-84.4754314,33.9075148,-84.45224,33.9217087,0
527,7/2/19,DEKALB-PEACHTREE AIRPORT,5.0,10.01,m,500,1001,0.961564188,False,True,7,Tuesday,2.149275829,31.4,46672,51.5,48.5,64.72,35.64,2120,9.1,37,4,62,1474,452,347,799,-84.3902405,33.7828223,-84.3854516,33.7961417,0
528,7/2/19,DEKALB-PEACHTREE AIRPORT,11.0,12.02,m,1100,1202,0.525034066,False,True,7,Tuesday,4.888571677,36.8,84593,52.88,47.12,76.53,38.06,2240,9.4,40,5,90,448,137,227,364,-84.3851557,33.776784,-84.3830169,33.7841633,0
529,7/2/19,DEKALB-PEACHTREE AIRPORT,13.0,12.02,m,1300,1202,0.782191155,False,True,7,Tuesday,6.200530358,32.0,52188,59.21,40.79,66.16,47.01,2050,8.9,11,2,89,835,162,251,413,-84.3851557,33.776784,-84.3715699,33.7761933,0
530,7/2/19,DEKALB-PEACHTREE AIRPORT,4.0,12.02,m,400,1202,0.884951126,False,True,7,Tuesday,5.254527471,44.6,47260,45.29,54.71,79.74,34.21,555,9.2,39,7,74,347,145,33,178,-84.3851557,33.776784,-84.3785105,33.7883241,0
