,Date,weather.station,Station,lat,long,tract,Parking.plain,Parking,WalkScore,TransScore,TransRoutes,NumBikeshare,post,DoW,origin.tract,destination.tract,origin,destination,treatment,dest.long,dest.lat,distance,Vehicles,school.population,K12,College,event,Precip,Travel.Time.per.Mile..Minutes.Mile.,Mon,Wed,Thur,Fri,Sat,Sun,month,June,Aug,Sept
2531,7/12/19,FULTON CO-BROWN FLD ARPT,Ashby,33.756417,-84.4174518,25.0,free,1,66,9.3,9,1,0,Friday,25,23,25.0,23.0,1,-84.4186028,33.7672174,0.749997614,605,609,296,289,0,0,3.822234381,0,0,0,1,0,0,7,0,0,0
2532,7/12/19,FULTON CO-BROWN FLD ARPT,Five Points,33.753826,-84.391571,35.0,none,0,96,9.8,56,4,0,Friday,35,44,35.0,44.0,1,-84.4017693,33.7407725,1.076713952,460,374,9,365,0,0,2.87913052,0,0,0,1,0,0,7,0,0,0
2533,7/12/19,FULTON CO-BROWN FLD ARPT,Garnett   ,33.747845,-84.396415,35.0,none,0,79,9.8,56,4,0,Friday,35,120,35.0,120.0,1,-84.392823,33.7361403,0.835568581,460,374,9,365,0,0,1.954756762,0,0,0,1,0,0,7,0,0,0
2534,7/12/19,FULTON CO-BROWN FLD ARPT,West Lake,33.75287,-84.4445275,40.0,free,1,33,9.1,7,0,0,Friday,40,60,40.0,60.0,1,-84.4390857,33.7379611,1.077710457,680,496,362,115,0,0,3.031117167,0,0,0,1,0,0,7,0,0,0
2535,7/12/19,FULTON CO-BROWN FLD ARPT,King Memorial,33.7502611,-84.3758206,119.0,none,0,91,9.7,54,11,0,Friday,119,49,119.0,49.0,1,-84.3794479,33.7409122,0.679491043,1040,1134,107,1026,0,0,5.641477357,0,0,0,1,0,0,7,0,0,0
2536,7/12/19,FULTON CO-BROWN FLD ARPT,Civic Center   ,33.766305,-84.387209,19.0,none,0,86,9.7,74,6,0,Friday,19,1002,19.0,10.02,1,-84.3995394,33.7763249,0.991476734,1055,3135,97,3038,0,0,5.194272165,0,0,0,1,0,0,7,0,0,0
2537,7/12/19,FULTON CO-BROWN FLD ARPT,Five Points,33.753826,-84.391571,35.0,none,0,96,9.8,56,4,0,Friday,35,19,35.0,19.0,1,-84.3872629,33.7661963,0.890805976,460,374,9,365,0,0,3.6670911,0,0,0,1,0,0,7,0,0,0
2538,7/12/19,FULTON CO-BROWN FLD ARPT,King Memorial,33.7502611,-84.3758206,119.0,none,0,91,9.7,54,11,0,Friday,119,48,119.0,48.0,1,-84.3839375,33.7443312,0.621440121,1040,1134,107,1026,0,0,6.168467734,0,0,0,1,0,0,7,0,0,0
2539,7/12/19,FULTON CO-BROWN FLD ARPT,GWCC/Mercedes-Benz Stadium,33.756293,-84.397759,26.0,none,0,73,9.6,57,0,0,Friday,26,21,26.0,21.0,1,-84.3947712,33.7655324,0.661788742,615,556,333,164,0,0,6.54791032,0,0,0,1,0,0,7,0,0,0
2540,7/12/19,FULTON CO-BROWN FLD ARPT,North Avenue   ,33.771747,-84.38658,12.02,none,0,81,9.6,52,7,0,Friday,1202,1201,12.02,12.01,1,-84.380305,33.7763742,0.482302433,2395,748,69,664,0,0,3.939436895,0,0,0,1,0,0,7,0,0,0
2541,7/12/19,FULTON CO-BROWN FLD ARPT,Five Points,33.753826,-84.391571,35.0,none,0,96,9.8,56,4,0,Friday,35,26,35.0,26.0,1,-84.4026296,33.7587958,0.722933018,460,374,9,365,0,0,3.757840073,0,0,0,1,0,0,7,0,0,0
2542,7/12/19,FULTON CO-BROWN FLD ARPT,Garnett   ,33.747845,-84.396415,35.0,none,0,79,9.8,56,4,0,Friday,35,49,35.0,49.0,1,-84.3794479,33.7409122,1.087355927,460,374,9,365,0,0,2.498415283,0,0,0,1,0,0,7,0,0,0
2543,7/12/19,FULTON CO-BROWN FLD ARPT,GWCC/Mercedes-Benz Stadium,33.756293,-84.397759,26.0,none,0,73,9.6,57,0,0,Friday,26,36,26.0,36.0,1,-84.4029204,33.7518752,0.426018427,615,556,333,164,0,0,3.28624283,0,0,0,1,0,0,7,0,0,0
2544,7/12/19,FULTON CO-BROWN FLD ARPT,GWCC/Mercedes-Benz Stadium,33.756293,-84.397759,26.0,none,0,73,9.6,57,0,0,Friday,26,25,26.0,25.0,1,-84.4126613,33.7590745,0.878335539,615,556,333,164,0,0,3.605304041,0,0,0,1,0,0,7,0,0,0
2545,7/12/19,FULTON CO-BROWN FLD ARPT,Ashby,33.756417,-84.4174518,25.0,free,1,66,9.3,9,1,0,Friday,25,36,25.0,36.0,1,-84.4029204,33.7518752,0.892807687,605,609,296,289,0,0,5.077614588,0,0,0,1,0,0,7,0,0,0
2546,7/12/19,FULTON CO-BROWN FLD ARPT,Garnett   ,33.747845,-84.396415,35.0,none,0,79,9.8,56,4,0,Friday,35,38,35.0,38.0,1,-84.412023,33.7508286,0.921093035,460,374,9,365,0,0,6.658755524,0,0,0,1,0,0,7,0,0,0
2547,7/12/19,FULTON CO-BROWN FLD ARPT,West Lake,33.75287,-84.4445275,40.0,free,1,33,9.1,7,0,0,Friday,40,84,40.0,84.0,1,-84.4355748,33.7618564,0.807129001,680,496,362,115,0,0,4.604798813,0,0,0,1,0,0,7,0,0,0
2548,7/12/19,FULTON CO-BROWN FLD ARPT,Bankhead,33.7722776,-84.4294781,85.0,limited,1,24,8.1,5,0,0,Friday,85,23,85.0,23.0,1,-84.4186028,33.7672174,0.716624607,505,420,306,90,0,0,7.465554413,0,0,0,1,0,0,7,0,0,0
2549,7/12/19,FULTON CO-BROWN FLD ARPT,Bankhead,33.7722776,-84.4294781,85.0,limited,1,24,8.1,5,0,0,Friday,85,24,85.0,24.0,1,-84.4248089,33.7586698,0.978805823,505,420,306,90,0,0,7.475095156,0,0,0,1,0,0,7,0,0,0
2550,7/12/19,FULTON CO-BROWN FLD ARPT,Civic Center   ,33.766305,-84.387209,19.0,none,0,86,9.7,74,6,0,Friday,19,26,19.0,26.0,1,-84.4026296,33.7587958,1.027685538,1055,3135,97,3038,0,0,7.119557875,0,0,0,1,0,0,7,0,0,0
2551,7/12/19,FULTON CO-BROWN FLD ARPT,GWCC/Mercedes-Benz Stadium,33.756293,-84.397759,26.0,none,0,73,9.6,57,0,0,Friday,26,38,26.0,38.0,1,-84.412023,33.7508286,0.903226219,615,556,333,164,0,0,2.989284347,0,0,0,1,0,0,7,0,0,0
2552,7/12/19,FULTON CO-BROWN FLD ARPT,West End   ,33.7360753,-84.4133953,42.0,free,1,86,9.5,14,2,0,Friday,42,58,42.0,58.0,1,-84.4105985,33.731861,0.332955346,520,487,335,127,0,0,4.20476805,0,0,0,1,0,0,7,0,0,0
2553,7/12/19,FULTON CO-BROWN FLD ARPT,West End   ,33.7360753,-84.4133953,42.0,free,1,86,9.5,14,2,0,Friday,42,57,42.0,57.0,1,-84.403266,33.7319561,0.648612435,520,487,335,127,0,0,11.04922799,0,0,0,1,0,0,7,0,0,0
2554,7/12/19,FULTON CO-BROWN FLD ARPT,GWCC/Mercedes-Benz Stadium,33.756293,-84.397759,26.0,none,0,73,9.6,57,0,0,Friday,26,28,26.0,28.0,1,-84.379399,33.758087,1.063123455,615,556,333,164,0,0,8.920255956,0,0,0,1,0,0,7,0,0,0
2555,7/12/19,FULTON CO-BROWN FLD ARPT,North Avenue   ,33.771747,-84.38658,12.02,none,0,81,9.6,52,7,0,Friday,1202,28,12.02,28.0,1,-84.379399,33.758087,1.031162008,2395,748,69,664,0,0,6.788458017,0,0,0,1,0,0,7,0,0,0
2556,7/12/19,FULTON CO-BROWN FLD ARPT,Midtown   ,33.780868,-84.386798,12.02,none,0,92,9.6,52,7,0,Friday,1202,4,12.02,4.0,1,-84.3785105,33.7883241,0.702136433,2395,748,69,664,0,0,7.429705138,0,0,0,1,0,0,7,0,0,0
2557,7/12/19,FULTON CO-BROWN FLD ARPT,King Memorial,33.7502611,-84.3758206,119.0,none,0,91,9.7,54,11,0,Friday,119,35,119.0,35.0,1,-84.3916061,33.7508367,0.908743598,1040,1134,107,1026,0,0,1.980756732,0,0,0,1,0,0,7,0,0,0
2558,7/12/19,FULTON CO-BROWN FLD ARPT,GWCC/Mercedes-Benz Stadium,33.756293,-84.397759,26.0,none,0,73,9.6,57,0,0,Friday,26,119,26.0,119.0,1,-84.382691,33.7539369,0.881751218,615,556,333,164,0,0,6.445506644,0,0,0,1,0,0,7,0,0,0
2559,7/12/19,FULTON CO-BROWN FLD ARPT,King Memorial,33.7502611,-84.3758206,119.0,none,0,91,9.7,54,11,0,Friday,119,28,119.0,28.0,1,-84.379399,33.758087,0.579122156,1040,1134,107,1026,0,0,2.849139827,0,0,0,1,0,0,7,0,0,0
2560,7/12/19,FULTON CO-BROWN FLD ARPT,Vine City,33.7564788,-84.4035248,26.0,limited,1,60,9.6,57,0,0,Friday,26,118,26.0,118.0,1,-84.4088781,33.7709168,1.045054327,615,556,333,164,0,0,2.31247946,0,0,0,1,0,0,7,0,0,0
2561,7/12/19,FULTON CO-BROWN FLD ARPT,GWCC/Mercedes-Benz Stadium,33.756293,-84.397759,26.0,none,0,73,9.6,57,0,0,Friday,26,35,26.0,35.0,1,-84.3916061,33.7508367,0.517357888,615,556,333,164,0,0,6.185273432,0,0,0,1,0,0,7,0,0,0
2562,7/12/19,FULTON CO-BROWN FLD ARPT,GWCC/Mercedes-Benz Stadium,33.756293,-84.397759,26.0,none,0,73,9.6,57,0,0,Friday,26,37,26.0,37.0,1,-84.4101331,33.7489884,0.87277905,615,556,333,164,0,0,4.812214499,0,0,0,1,0,0,7,0,0,0
2563,7/12/19,FULTON CO-BROWN FLD ARPT,King Memorial,33.7502611,-84.3758206,119.0,none,0,91,9.7,54,11,0,Friday,119,32,119.0,32.0,1,-84.3650959,33.7498233,0.617555926,1040,1134,107,1026,0,0,5.262681262,0,0,0,1,0,0,7,0,0,0
2564,7/12/19,FULTON CO-BROWN FLD ARPT,Garnett   ,33.747845,-84.396415,35.0,none,0,79,9.8,56,4,0,Friday,35,43,35.0,43.0,1,-84.4091076,33.745362,0.749954336,460,374,9,365,0,0,5.889247454,0,0,0,1,0,0,7,0,0,0
2565,7/12/19,FULTON CO-BROWN FLD ARPT,Ashby,33.756417,-84.4174518,25.0,free,1,66,9.3,9,1,0,Friday,25,38,25.0,38.0,1,-84.412023,33.7508286,0.496892337,605,609,296,289,0,0,5.903357957,0,0,0,1,0,0,7,0,0,0
2566,7/12/19,HARTSFIELD-JACKSON ATLANTA INTL AP,Oakland City   ,33.71766,-84.42626,66.02,free,1,43,9.4,8,0,0,Friday,6602,61,66.02,61.0,1,-84.4370324,33.7277552,0.933652296,185,381,294,67,0,0,3.284591791,0,0,0,1,0,0,7,0,0,0
2567,7/12/19,HARTSFIELD-JACKSON ATLANTA INTL AP,Oakland City   ,33.71766,-84.42626,66.02,free,1,43,9.4,8,0,0,Friday,6602,65,66.02,65.0,1,-84.4101267,33.7141012,0.960334946,185,381,294,67,0,0,4.894125765,0,0,0,1,0,0,7,0,0,0
2568,7/12/19,HARTSFIELD-JACKSON ATLANTA INTL AP,Oakland City   ,33.71766,-84.42626,66.02,free,1,43,9.4,8,0,0,Friday,6602,6601,66.02,66.01,1,-84.4224014,33.7115423,0.477868916,185,381,294,67,0,0,4.080616952,0,0,0,1,0,0,7,0,0,0
2569,7/12/19,HARTSFIELD-JACKSON ATLANTA INTL AP,College Park   ,33.6522646,-84.4490773,123.0,free,1,61,9.1,11,0,0,Friday,123,10601,123.0,106.01,0,-84.4572757,33.6610333,0.768569885,1070,742,599,143,0,0,5.291212607,0,0,0,1,0,0,7,0,0,0
2570,7/12/19,HARTSFIELD-JACKSON ATLANTA INTL AP,Lakewood   ,33.7008573,-84.4297611,76.03,free,1,28,8.4,5,0,0,Friday,7603,6601,76.03,66.01,1,-84.4224014,33.7115423,0.851822872,520,1202,859,305,0,0,5.028431939,0,0,0,1,0,0,7,0,0,0
2571,7/12/19,HARTSFIELD-JACKSON ATLANTA INTL AP,East Point   ,33.6771551,-84.4405145,123.0,free,1,58,9.1,11,0,0,Friday,123,11202,123.0,112.02,0,-84.4503094,33.6771979,0.563823131,1070,742,599,143,0,0,6.828382498,0,0,0,1,0,0,7,0,0,0
2572,7/12/19,HARTSFIELD-JACKSON ATLANTA INTL AP,Oakland City   ,33.71766,-84.42626,66.02,free,1,43,9.4,8,0,0,Friday,6602,62,66.02,62.0,1,-84.4217305,33.728483,0.792691607,185,381,294,67,0,0,2.985608331,0,0,0,1,0,0,7,0,0,0
2573,7/12/19,HARTSFIELD-JACKSON ATLANTA INTL AP,East Point   ,33.6771551,-84.4405145,123.0,free,1,58,9.1,11,0,0,Friday,123,111,123.0,111.0,0,-84.427146,33.6880797,1.078476067,1070,742,599,143,0,0,3.755298912,0,0,0,1,0,0,7,0,0,0
2574,7/12/19,HARTSFIELD-JACKSON ATLANTA INTL AP,East Point   ,33.6771551,-84.4405145,123.0,free,1,58,9.1,11,0,0,Friday,123,110,123.0,110.0,0,-84.4269481,33.6741961,0.807301377,1070,742,599,143,0,0,7.411523757,0,0,0,1,0,0,7,0,0,0
2575,7/12/19,HARTSFIELD-JACKSON ATLANTA INTL AP,Lakewood   ,33.7008573,-84.4297611,76.03,free,1,28,8.4,5,0,0,Friday,7603,11201,76.03,112.01,1,-84.4437913,33.6939153,0.939414822,520,1202,859,305,0,0,2.075760307,0,0,0,1,0,0,7,0,0,0
2576,7/12/19,HARTSFIELD-JACKSON ATLANTA INTL AP,Lakewood   ,33.7008573,-84.4297611,76.03,free,1,28,8.4,5,0,0,Friday,7603,111,76.03,111.0,1,-84.427146,33.6880797,0.896557705,520,1202,859,305,0,0,3.457669241,0,0,0,1,0,0,7,0,0,0
2577,7/13/19,DEKALB-PEACHTREE AIRPORT,Inman Park/Reynoldstown,33.7577651,-84.3536191,30.0,free,1,78,9.0,13,5,0,Saturday,30,205,30.0,205.0,1,-84.3416194,33.7526586,0.775244278,480,625,329,244,0,0,5.439145814,0,0,0,0,1,0,7,0,0,0
2578,7/13/19,DEKALB-PEACHTREE AIRPORT,Indian Creek,33.7696029,-84.2282,231.11,free,1,14,9.0,7,0,0,Saturday,23111,23112,231.11,231.12,0,-84.2386721,33.7648909,0.684714316,730,559,449,93,0,0,2.48278729,0,0,0,0,1,0,7,0,0,0
2579,7/13/19,DEKALB-PEACHTREE AIRPORT,East Lake ,33.764698,-84.312939,208.01,free,1,57,8.4,5,1,0,Saturday,20801,22403,208.01,224.03,1,-84.3212938,33.7761539,0.926660675,955,505,351,98,0,0,6.169104637,0,0,0,0,1,0,7,0,0,0
2580,7/13/19,DEKALB-PEACHTREE AIRPORT,Lindbergh Center   ,33.8236541,-84.3700046,94.02,free,1,79,9.4,9,0,0,Saturday,9402,9603,94.02,96.03,1,-84.3757572,33.8343705,0.81162088,2925,1119,195,924,0,0,7.454219267,0,0,0,0,1,0,7,0,0,0
2581,7/13/19,DEKALB-PEACHTREE AIRPORT,Candler Park ,33.7623471,-84.3410014,204.0,free,1,70,9.1,10,2,0,Saturday,204,205,204.0,205.0,1,-84.3416194,33.7526586,0.671102085,2305,677,468,128,0,0,6.233527551,0,0,0,0,1,0,7,0,0,0
2582,7/13/19,DEKALB-PEACHTREE AIRPORT,East Lake ,33.764698,-84.312939,208.01,free,1,57,8.4,5,1,0,Saturday,20801,207,208.01,207.0,1,-84.3249841,33.7538959,1.018869513,955,505,351,98,0,0,1.439503929,0,0,0,0,1,0,7,0,0,0
2583,7/13/19,DEKALB-PEACHTREE AIRPORT,Decatur ,33.7746118,-84.29751,225.0,none,0,95,8.6,8,0,0,Saturday,225,227,225.0,227.0,0,-84.3039234,33.7604658,1.04567652,1810,2264,1544,434,0,0,2.853017425,0,0,0,0,1,0,7,0,0,0
2584,7/13/19,DEKALB-PEACHTREE AIRPORT,Decatur ,33.7746118,-84.29751,225.0,none,0,95,8.6,8,0,0,Saturday,225,226,225.0,226.0,0,-84.2921187,33.7815141,0.569234159,1810,2264,1544,434,0,0,3.835562748,0,0,0,0,1,0,7,0,0,0
2585,7/13/19,DEKALB-PEACHTREE AIRPORT,Medical Center  ,33.9105547,-84.3516887,101.15,free,1,31,8.1,11,0,0,Saturday,10115,10113,101.15,101.13,0,-84.3680404,33.9051743,1.009790266,1260,476,311,99,0,0,2.640812411,0,0,0,0,1,0,7,0,0,0
2586,7/13/19,DEKALB-PEACHTREE AIRPORT,Avondale,33.7756856,-84.2817456,226.0,free,1,68,9.0,10,0,0,Saturday,226,22203,226.0,222.03,0,-84.2744189,33.786476,0.857039849,2015,1666,1202,255,0,0,4.667227557,0,0,0,0,1,0,7,0,0,0
2587,7/13/19,DEKALB-PEACHTREE AIRPORT,Brookhaven  ,33.8596031,-84.3394018,214.05,free,1,74,8.1,5,0,0,Saturday,21405,21411,214.05,214.11,0,-84.329312,33.8667772,0.762959901,2665,903,535,240,0,0,2.053406298,0,0,0,0,1,0,7,0,0,0
2588,7/13/19,DEKALB-PEACHTREE AIRPORT,Inman Park/Reynoldstown,33.7577651,-84.3536191,30.0,free,1,78,9.0,13,5,0,Saturday,30,32,30.0,32.0,1,-84.3650959,33.7498233,0.858735665,480,625,329,244,0,0,4.658010799,0,0,0,0,1,0,7,0,0,0
2589,7/13/19,DEKALB-PEACHTREE AIRPORT,East Lake ,33.764698,-84.312939,208.01,free,1,57,8.4,5,1,0,Saturday,20801,225,208.01,225.0,1,-84.3054078,33.7759433,0.890263167,955,505,351,98,0,0,5.822248441,0,0,0,0,1,0,7,0,0,0
2590,7/13/19,DEKALB-PEACHTREE AIRPORT,Candler Park ,33.7623471,-84.3410014,204.0,free,1,70,9.1,10,2,0,Saturday,204,30,204.0,30.0,1,-84.3572779,33.758758,0.96836485,2305,677,468,128,0,0,2.357926699,0,0,0,0,1,0,7,0,0,0
2591,7/13/19,DEKALB-PEACHTREE AIRPORT,Brookhaven  ,33.8596031,-84.3394018,214.05,free,1,74,8.1,5,0,0,Saturday,21405,21416,214.05,214.16,0,-84.3339712,33.847324,0.904830283,2665,903,535,240,0,0,2.541913156,0,0,0,0,1,0,7,0,0,0
2592,7/13/19,DEKALB-PEACHTREE AIRPORT,Medical Center  ,33.9105547,-84.3516887,101.15,free,1,31,8.1,11,0,0,Saturday,10115,10110,101.15,101.1,0,-84.3632094,33.9205399,0.956230576,1260,476,311,99,0,0,2.492425355,0,0,0,0,1,0,7,0,0,0
2593,7/13/19,DEKALB-PEACHTREE AIRPORT,Brookhaven  ,33.8596031,-84.3394018,214.05,free,1,74,8.1,5,0,0,Saturday,21405,21102,214.05,211.02,0,-84.3404499,33.8707508,0.773440507,2665,903,535,240,0,0,4.309747555,0,0,0,0,1,0,7,0,0,0
2594,7/13/19,DEKALB-PEACHTREE AIRPORT,Arts Center   ,33.78885,-84.386841,4.0,limited,1,87,9.2,39,7,0,Saturday,4,1201,4.0,12.01,1,-84.380305,33.7763742,0.941221768,1655,347,169,178,0,0,4.550822643,0,0,0,0,1,0,7,0,0,0
2595,7/13/19,DEKALB-PEACHTREE AIRPORT,Decatur ,33.7746118,-84.29751,225.0,none,0,95,8.6,8,0,0,Saturday,225,228,225.0,228.0,0,-84.289345,33.7630876,0.925122286,1810,2264,1544,434,0,0,5.765003629,0,0,0,0,1,0,7,0,0,0
2596,7/13/19,DEKALB-PEACHTREE AIRPORT,Candler Park ,33.7623471,-84.3410014,204.0,free,1,70,9.1,10,2,0,Saturday,204,207,204.0,207.0,1,-84.3249841,33.7538959,1.090959477,2305,677,468,128,0,0,4.827554806,0,0,0,0,1,0,7,0,0,0
2597,7/13/19,DEKALB-PEACHTREE AIRPORT,Brookhaven  ,33.8596031,-84.3394018,214.05,free,1,74,8.1,5,0,0,Saturday,21405,21413,214.05,214.13,0,-84.3234915,33.8518694,1.058973442,2665,903,535,240,0,0,2.974578848,0,0,0,0,1,0,7,0,0,0
2598,7/13/19,DEKALB-PEACHTREE AIRPORT,Kensington,33.7719453,-84.2510786,231.13,free,1,39,9.0,11,0,0,Saturday,23113,23115,231.13,231.15,0,-84.2414147,33.7738177,0.570549243,985,645,356,176,0,0,2.161659749,0,0,0,0,1,0,7,0,0,0
2599,7/13/19,DEKALB-PEACHTREE AIRPORT,East Lake ,33.764698,-84.312939,208.01,free,1,57,8.4,5,1,0,Saturday,20801,227,208.01,227.0,1,-84.3039234,33.7604658,0.595382589,955,505,351,98,0,0,3.891055451,0,0,0,0,1,0,7,0,0,0
2600,7/13/19,DEKALB-PEACHTREE AIRPORT,Kensington,33.7719453,-84.2510786,231.13,free,1,39,9.0,11,0,0,Saturday,23113,23112,231.13,231.12,0,-84.2386721,33.7648909,0.86430452,985,645,356,176,0,0,2.853932391,0,0,0,0,1,0,7,0,0,0
2601,7/13/19,DEKALB-PEACHTREE AIRPORT,Lindbergh Center   ,33.8236541,-84.3700046,94.02,free,1,79,9.4,9,0,0,Saturday,9402,93,94.02,93.0,1,-84.3808773,33.8212723,0.646152672,2925,1119,195,924,0,0,5.184533233,0,0,0,0,1,0,7,0,0,0
2602,7/13/19,DEKALB-PEACHTREE AIRPORT,Arts Center   ,33.78885,-84.386841,4.0,limited,1,87,9.2,39,7,0,Saturday,4,5,4.0,5.0,1,-84.3854516,33.7961417,0.510656689,1655,347,169,178,0,0,4.634555303,0,0,0,0,1,0,7,0,0,0
2603,7/13/19,DEKALB-PEACHTREE AIRPORT,Kensington,33.7719453,-84.2510786,231.13,free,1,39,9.0,11,0,0,Saturday,23113,230,231.13,230.0,0,-84.2684881,33.7708628,1.003824971,985,645,356,176,0,0,2.175013968,0,0,0,0,1,0,7,0,0,0
2604,7/13/19,DEKALB-PEACHTREE AIRPORT,Candler Park ,33.7623471,-84.3410014,204.0,free,1,70,9.1,10,2,0,Saturday,204,203,204.0,203.0,1,-84.3300628,33.76617,0.682333634,2305,677,468,128,0,0,3.957008515,0,0,0,0,1,0,7,0,0,0
2605,7/13/19,DEKALB-PEACHTREE AIRPORT,Dunwoody  ,33.920888,-84.34428,212.15,free,1,50,7.6,8,0,0,Saturday,21215,21216,212.15,212.16,0,-84.3271655,33.9277554,1.091133664,2480,1382,1001,122,0,0,2.749434006,0,0,0,0,1,0,7,0,0,0
2606,7/13/19,DEKALB-PEACHTREE AIRPORT,Lindbergh Center   ,33.8236541,-84.3700046,94.02,free,1,79,9.4,9,0,0,Saturday,9402,92,94.02,92.0,1,-84.3618468,33.8122786,0.91592463,2925,1119,195,924,0,0,1.91063756,0,0,0,0,1,0,7,0,0,0
2607,7/13/19,DEKALB-PEACHTREE AIRPORT,Inman Park/Reynoldstown,33.7577651,-84.3536191,30.0,free,1,78,9.0,13,5,0,Saturday,30,29,30.0,29.0,1,-84.3693491,33.7580053,0.904754173,480,625,329,244,0,0,4.642144936,0,0,0,0,1,0,7,0,0,0
2608,7/13/19,DEKALB-PEACHTREE AIRPORT,Lenox  ,33.8448208,-84.3589471,94.03,free,1,68,9.1,9,0,0,Saturday,9403,9404,94.03,94.04,1,-84.351653,33.8381071,0.6255163,2340,1211,548,583,0,0,2.850978199,0,0,0,0,1,0,7,0,0,0
2609,7/13/19,DEKALB-PEACHTREE AIRPORT,Arts Center   ,33.78885,-84.386841,4.0,limited,1,87,9.2,39,7,0,Saturday,4,1202,4.0,12.02,1,-84.3851557,33.776784,0.84021886,1655,347,169,178,0,0,5.593780647,0,0,0,0,1,0,7,0,0,0
2610,7/13/19,DEKALB-PEACHTREE AIRPORT,Inman Park/Reynoldstown,33.7577651,-84.3536191,30.0,free,1,78,9.0,13,5,0,Saturday,30,17,30.0,17.0,1,-84.3671952,33.7659024,0.962447662,480,625,329,244,0,0,5.247038565,0,0,0,0,1,0,7,0,0,0
2611,7/13/19,DEKALB-PEACHTREE AIRPORT,Avondale,33.7756856,-84.2817456,226.0,free,1,68,9.0,10,0,0,Saturday,226,230,226.0,230.0,0,-84.2684881,33.7708628,0.832076554,2015,1666,1202,255,0,0,6.99054268,0,0,0,0,1,0,7,0,0,0
2612,7/13/19,DEKALB-PEACHTREE AIRPORT,Candler Park ,33.7623471,-84.3410014,204.0,free,1,70,9.1,10,2,0,Saturday,204,206,204.0,206.0,1,-84.3356822,33.7576172,0.447893764,2305,677,468,128,0,0,6.065426413,0,0,0,0,1,0,7,0,0,0
2613,7/13/19,DEKALB-PEACHTREE AIRPORT,Candler Park ,33.7623471,-84.3410014,204.0,free,1,70,9.1,10,2,0,Saturday,204,16,204.0,16.0,1,-84.3557938,33.7676383,0.926009204,2305,677,468,128,0,0,2.95173452,0,0,0,0,1,0,7,0,0,0
2614,7/13/19,DEKALB-PEACHTREE AIRPORT,Inman Park/Reynoldstown,33.7577651,-84.3536191,30.0,free,1,78,9.0,13,5,0,Saturday,30,206,30.0,206.0,1,-84.3356822,33.7576172,1.03156918,480,625,329,244,0,0,5.574032367,0,0,0,0,1,0,7,0,0,0
2615,7/13/19,DEKALB-PEACHTREE AIRPORT,Arts Center   ,33.78885,-84.386841,4.0,limited,1,87,9.2,39,7,0,Saturday,4,1001,4.0,10.01,1,-84.3902405,33.7828223,0.460471442,1655,347,169,178,0,0,11.65472205,0,0,0,0,1,0,7,0,0,0
2616,7/13/19,DEKALB-PEACHTREE AIRPORT,Lenox  ,33.8448208,-84.3589471,94.03,free,1,68,9.1,9,0,0,Saturday,9403,21415,94.03,214.15,1,-84.3448974,33.8397088,0.881228872,2340,1211,548,583,0,0,6.298023333,0,0,0,0,1,0,7,0,0,0
2617,7/13/19,DEKALB-PEACHTREE AIRPORT,Kensington,33.7719453,-84.2510786,231.13,free,1,39,9.0,11,0,0,Saturday,23113,23102,231.13,231.02,0,-84.2570051,33.7656513,0.55287283,985,645,356,176,0,0,6.662170995,0,0,0,0,1,0,7,0,0,0
2618,7/13/19,DEKALB-PEACHTREE AIRPORT,Candler Park ,33.7623471,-84.3410014,204.0,free,1,70,9.1,10,2,0,Saturday,204,31,204.0,31.0,1,-84.3530446,33.7520808,0.991945806,2305,677,468,128,0,0,4.032478363,0,0,0,0,1,0,7,0,0,0
2619,7/13/19,DEKALB-PEACHTREE AIRPORT,Lindbergh Center   ,33.8236541,-84.3700046,94.02,free,1,79,9.4,9,0,0,Saturday,9402,9403,94.02,94.03,1,-84.3599075,33.8315945,0.798930745,2925,1119,195,924,0,0,1.794064558,0,0,0,0,1,0,7,0,0,0
2620,7/13/19,DEKALB-PEACHTREE AIRPORT,East Lake ,33.764698,-84.312939,208.01,free,1,57,8.4,5,1,0,Saturday,20801,203,208.01,203.0,1,-84.3300628,33.76617,0.989919884,955,505,351,98,0,0,4.528986037,0,0,0,0,1,0,7,0,0,0
2621,7/13/19,DEKALB-PEACHTREE AIRPORT,Lenox  ,33.8448208,-84.3589471,94.03,free,1,68,9.1,9,0,0,Saturday,9403,9602,94.03,96.02,1,-84.3614068,33.844113,0.149550546,2340,1211,548,583,0,0,10.92161401,0,0,0,0,1,0,7,0,0,0
2622,7/13/19,DEKALB-PEACHTREE AIRPORT,Candler Park ,33.7623471,-84.3410014,204.0,free,1,70,9.1,10,2,0,Saturday,204,202,204.0,202.0,1,-84.3401136,33.7755362,0.91372647,2305,677,468,128,0,0,3.02789375,0,0,0,0,1,0,7,0,0,0
2623,7/13/19,DEKALB-PEACHTREE AIRPORT,Inman Park/Reynoldstown,33.7577651,-84.3536191,30.0,free,1,78,9.0,13,5,0,Saturday,30,16,30.0,16.0,1,-84.3557938,33.7676383,0.694291561,480,625,329,244,0,0,3.648803293,0,0,0,0,1,0,7,0,0,0
2624,7/13/19,DEKALB-PEACHTREE AIRPORT,Doraville  ,33.9026276,-84.2804662,213.01,free,1,54,7.6,15,0,0,Saturday,21301,21307,213.01,213.07,0,-84.2742641,33.890991,0.880161486,1750,936,627,218,0,0,2.499541318,0,0,0,0,1,0,7,0,0,0
