"","traveltime.mile","treated","post","scooter","origin.tract","dayofweek","month","numvehicles","totalschool","origin.area","Date","transit.routes","walk.score","bike.hubs"
"1",3.670498258,TRUE,FALSE,TRUE,400,"Friday",7,555,347,"m",2019-07-12,39,74,7
"2",4.000107108,TRUE,FALSE,TRUE,400,"Friday",7,555,347,"m",2019-07-12,39,74,7
"3",5.853513589,TRUE,FALSE,TRUE,400,"Friday",7,555,347,"m",2019-07-12,39,74,7
"4",6.346866516,TRUE,FALSE,TRUE,400,"Friday",7,555,347,"m",2019-07-12,39,74,7
"5",6.362571506,TRUE,FALSE,TRUE,400,"Friday",7,555,347,"m",2019-07-12,39,74,7
"6",7.598020827,TRUE,FALSE,TRUE,400,"Friday",7,555,347,"m",2019-07-12,39,74,7
"7",3.521694275,TRUE,FALSE,TRUE,400,"Saturday",7,555,347,"m",2019-07-13,39,74,7
"8",3.677228507,TRUE,FALSE,TRUE,400,"Saturday",7,555,347,"m",2019-07-13,39,74,7
"9",5.035743308,TRUE,FALSE,TRUE,400,"Saturday",7,555,347,"m",2019-07-13,39,74,7
"10",5.311027767,TRUE,FALSE,TRUE,400,"Saturday",7,555,347,"m",2019-07-13,39,74,7
"11",5.142078229,TRUE,FALSE,TRUE,400,"Saturday",7,555,347,"m",2019-07-13,39,74,7
"12",6.930772539,TRUE,FALSE,TRUE,400,"Saturday",7,555,347,"m",2019-07-13,39,74,7
"13",5.742320824,TRUE,FALSE,TRUE,400,"Sunday",7,555,347,"m",2019-07-14,39,74,7
"14",7.146013922,TRUE,FALSE,TRUE,400,"Sunday",7,555,347,"m",2019-07-14,39,74,7
"15",5.499362085,TRUE,FALSE,TRUE,400,"Sunday",7,555,347,"m",2019-07-14,39,74,7
"16",3.802792407,TRUE,FALSE,TRUE,400,"Sunday",7,555,347,"m",2019-07-14,39,74,7
"17",3.521694275,TRUE,FALSE,TRUE,400,"Sunday",7,555,347,"m",2019-07-14,39,74,7
"18",4.519256815,TRUE,FALSE,TRUE,400,"Sunday",7,555,347,"m",2019-07-14,39,74,7
"19",3.670498258,TRUE,FALSE,TRUE,400,"Monday",7,555,347,"m",2019-07-15,39,74,7
"20",7.576496688,TRUE,FALSE,TRUE,400,"Monday",7,555,347,"m",2019-07-15,39,74,7
"21",4.605337897,TRUE,FALSE,TRUE,400,"Monday",7,555,347,"m",2019-07-15,39,74,7
"22",5.34869463,TRUE,FALSE,TRUE,400,"Monday",7,555,347,"m",2019-07-15,39,74,7
"23",5.582256132,TRUE,FALSE,TRUE,400,"Monday",7,555,347,"m",2019-07-15,39,74,7
"24",4.556175809,TRUE,FALSE,TRUE,400,"Monday",7,555,347,"m",2019-07-15,39,74,7
"25",3.571295603,TRUE,FALSE,TRUE,400,"Tuesday",7,555,347,"m",2019-07-16,39,74,7
"26",5.762328911,TRUE,FALSE,TRUE,400,"Tuesday",7,555,347,"m",2019-07-16,39,74,7
"27",5.913697584,TRUE,FALSE,TRUE,400,"Tuesday",7,555,347,"m",2019-07-16,39,74,7
"28",6.823151847,TRUE,FALSE,TRUE,400,"Tuesday",7,555,347,"m",2019-07-16,39,74,7
"29",4.863581144,TRUE,FALSE,TRUE,400,"Tuesday",7,555,347,"m",2019-07-16,39,74,7
"30",4.448549609,TRUE,FALSE,TRUE,400,"Tuesday",7,555,347,"m",2019-07-16,39,74,7
"31",7.275158752,TRUE,FALSE,TRUE,400,"Wednesday",7,555,347,"m",2019-07-17,39,74,7
"32",4.73445952,TRUE,FALSE,TRUE,400,"Wednesday",7,555,347,"m",2019-07-17,39,74,7
"33",5.593529244,TRUE,FALSE,TRUE,400,"Wednesday",7,555,347,"m",2019-07-17,39,74,7
"34",5.302142921,TRUE,FALSE,TRUE,400,"Wednesday",7,555,347,"m",2019-07-17,39,74,7
"35",3.049409006,TRUE,FALSE,TRUE,400,"Wednesday",7,555,347,"m",2019-07-17,39,74,7
"36",3.422491619,TRUE,FALSE,TRUE,400,"Wednesday",7,555,347,"m",2019-07-17,39,74,7
"37",5.337027096,TRUE,FALSE,TRUE,400,"Thursday",7,555,347,"m",2019-07-18,39,74,7
"38",5.894864152,TRUE,FALSE,TRUE,400,"Thursday",7,555,347,"m",2019-07-18,39,74,7
"39",5.702304651,TRUE,FALSE,TRUE,400,"Thursday",7,555,347,"m",2019-07-18,39,74,7
"40",7.29668289,TRUE,FALSE,TRUE,400,"Thursday",7,555,347,"m",2019-07-18,39,74,7
"41",3.422491619,TRUE,FALSE,TRUE,400,"Thursday",7,555,347,"m",2019-07-18,39,74,7
"42",4.143608708,TRUE,FALSE,TRUE,400,"Thursday",7,555,347,"m",2019-07-18,39,74,7
"43",4.251234908,TRUE,FALSE,TRUE,400,"Friday",7,555,347,"m",2019-07-19,39,74,7
"44",5.853513589,TRUE,FALSE,TRUE,400,"Friday",7,555,347,"m",2019-07-19,39,74,7
"45",4.290514856,TRUE,FALSE,TRUE,400,"Friday",7,555,347,"m",2019-07-19,39,74,7
"46",5.989031311,TRUE,FALSE,TRUE,400,"Friday",7,555,347,"m",2019-07-19,39,74,7
"47",5.682296565,TRUE,FALSE,TRUE,400,"Friday",7,555,347,"m",2019-07-19,39,74,7
"48",7.318207029,TRUE,FALSE,TRUE,400,"Friday",7,555,347,"m",2019-07-19,39,74,7
"49",5.982635212,TRUE,FALSE,TRUE,400,"Saturday",7,555,347,"m",2019-07-20,39,74,7
"50",6.233865925,TRUE,FALSE,TRUE,400,"Saturday",7,555,347,"m",2019-07-20,39,74,7
"51",5.382175267,TRUE,FALSE,TRUE,400,"Saturday",7,555,347,"m",2019-07-20,39,74,7
"52",8.265269115,TRUE,FALSE,TRUE,400,"Saturday",7,555,347,"m",2019-07-20,39,74,7
"53",3.820730107,TRUE,FALSE,TRUE,400,"Saturday",7,555,347,"m",2019-07-20,39,74,7
"54",4.042508217,TRUE,FALSE,TRUE,400,"Saturday",7,555,347,"m",2019-07-20,39,74,7
"55",7.253634614,TRUE,FALSE,TRUE,400,"Sunday",7,555,347,"m",2019-07-21,39,74,7
"56",4.863581144,TRUE,FALSE,TRUE,400,"Sunday",7,555,347,"m",2019-07-21,39,74,7
"57",4.841956932,TRUE,FALSE,TRUE,400,"Sunday",7,555,347,"m",2019-07-21,39,74,7
"58",2.834156605,TRUE,FALSE,TRUE,400,"Sunday",7,555,347,"m",2019-07-21,39,74,7
"59",5.744196698,TRUE,FALSE,TRUE,400,"Sunday",7,555,347,"m",2019-07-21,39,74,7
"60",3.620896931,TRUE,FALSE,TRUE,400,"Sunday",7,555,347,"m",2019-07-21,39,74,7
"61",3.323288964,TRUE,FALSE,TRUE,400,"Monday",7,555,347,"m",2019-07-22,39,74,7
"62",4.777500061,TRUE,FALSE,TRUE,400,"Monday",7,555,347,"m",2019-07-22,39,74,7
"63",5.612362675,TRUE,FALSE,TRUE,400,"Monday",7,555,347,"m",2019-07-22,39,74,7
"64",4.018044808,TRUE,FALSE,TRUE,400,"Monday",7,555,347,"m",2019-07-22,39,74,7
"65",6.402587679,TRUE,FALSE,TRUE,400,"Monday",7,555,347,"m",2019-07-22,39,74,7
"66",6.887724262,TRUE,FALSE,TRUE,400,"Monday",7,555,347,"m",2019-07-22,39,74,7
"67",6.9092484,TRUE,FALSE,TRUE,400,"Tuesday",7,555,347,"m",2019-07-23,39,74,7
"68",6.2225149,TRUE,FALSE,TRUE,400,"Tuesday",7,555,347,"m",2019-07-23,39,74,7
"69",3.546494939,TRUE,FALSE,TRUE,400,"Tuesday",7,555,347,"m",2019-07-23,39,74,7
"70",5.857197289,TRUE,FALSE,TRUE,400,"Tuesday",7,555,347,"m",2019-07-23,39,74,7
"71",5.035743308,TRUE,FALSE,TRUE,400,"Tuesday",7,555,347,"m",2019-07-23,39,74,7
"72",4.340923408,TRUE,FALSE,TRUE,400,"Tuesday",7,555,347,"m",2019-07-23,39,74,7
"73",4.820540603,TRUE,FALSE,TRUE,400,"Wednesday",7,555,347,"m",2019-07-24,39,74,7
"74",5.631196107,TRUE,FALSE,TRUE,400,"Wednesday",7,555,347,"m",2019-07-24,39,74,7
"75",3.74490025,TRUE,FALSE,TRUE,400,"Wednesday",7,555,347,"m",2019-07-24,39,74,7
"76",5.18399531,TRUE,FALSE,TRUE,400,"Wednesday",7,555,347,"m",2019-07-24,39,74,7
"77",7.533448412,TRUE,FALSE,TRUE,400,"Wednesday",7,555,347,"m",2019-07-24,39,74,7
"78",6.422595765,TRUE,FALSE,TRUE,400,"Wednesday",7,555,347,"m",2019-07-24,39,74,7
"79",7.339731167,TRUE,FALSE,TRUE,400,"Thursday",7,555,347,"m",2019-07-25,39,74,7
"80",5.537028948,TRUE,FALSE,TRUE,400,"Thursday",7,555,347,"m",2019-07-25,39,74,7
"81",5.742320824,TRUE,FALSE,TRUE,400,"Thursday",7,555,347,"m",2019-07-25,39,74,7
"82",4.376798808,TRUE,FALSE,TRUE,400,"Thursday",7,555,347,"m",2019-07-25,39,74,7
"83",3.472092947,TRUE,FALSE,TRUE,400,"Thursday",7,555,347,"m",2019-07-25,39,74,7
"84",5.293986555,TRUE,FALSE,TRUE,400,"Thursday",7,555,347,"m",2019-07-25,39,74,7
"85",6.042442122,TRUE,FALSE,TRUE,400,"Friday",7,555,347,"m",2019-07-26,39,74,7
"86",7.598020827,TRUE,FALSE,TRUE,400,"Friday",7,555,347,"m",2019-07-26,39,74,7
"87",6.120865334,TRUE,FALSE,TRUE,400,"Friday",7,555,347,"m",2019-07-26,39,74,7
"88",4.340116184,TRUE,FALSE,TRUE,400,"Friday",7,555,347,"m",2019-07-26,39,74,7
"89",4.322985708,TRUE,FALSE,TRUE,400,"Friday",7,555,347,"m",2019-07-26,39,74,7
"90",5.810473048,TRUE,FALSE,TRUE,400,"Friday",7,555,347,"m",2019-07-26,39,74,7
"91",6.068716,TRUE,FALSE,TRUE,400,"Saturday",7,555,347,"m",2019-07-27,39,74,7
"92",3.497852,TRUE,FALSE,TRUE,400,"Saturday",7,555,347,"m",2019-07-27,39,74,7
"93",3.943306,TRUE,FALSE,TRUE,400,"Saturday",7,555,347,"m",2019-07-27,39,74,7
"94",7.641069,TRUE,FALSE,TRUE,400,"Saturday",7,555,347,"m",2019-07-27,39,74,7
"95",6.083198,TRUE,FALSE,TRUE,400,"Saturday",7,555,347,"m",2019-07-27,39,74,7
"96",5.742321,TRUE,FALSE,TRUE,400,"Saturday",7,555,347,"m",2019-07-27,39,74,7
"97",7.554973,TRUE,FALSE,TRUE,400,"Sunday",7,555,347,"m",2019-07-28,39,74,7
"98",5.742321,TRUE,FALSE,TRUE,400,"Sunday",7,555,347,"m",2019-07-28,39,74,7
"99",3.533727,TRUE,FALSE,TRUE,400,"Sunday",7,555,347,"m",2019-07-28,39,74,7
"100",6.3092,TRUE,FALSE,TRUE,400,"Sunday",7,555,347,"m",2019-07-28,39,74,7
"101",3.546495,TRUE,FALSE,TRUE,400,"Sunday",7,555,347,"m",2019-07-28,39,74,7
"102",5.078784,TRUE,FALSE,TRUE,400,"Sunday",7,555,347,"m",2019-07-28,39,74,7
"103",7.511924,TRUE,FALSE,TRUE,400,"Monday",7,555,347,"m",2019-07-29,39,74,7
"104",4.131892,TRUE,FALSE,TRUE,400,"Monday",7,555,347,"m",2019-07-29,39,74,7
"105",4.251235,TRUE,FALSE,TRUE,400,"Monday",7,555,347,"m",2019-07-29,39,74,7
"106",3.794502,TRUE,FALSE,TRUE,400,"Monday",7,555,347,"m",2019-07-29,39,74,7
"107",5.76303,TRUE,FALSE,TRUE,400,"Monday",7,555,347,"m",2019-07-29,39,74,7
"108",5.682297,TRUE,FALSE,TRUE,400,"Monday",7,555,347,"m",2019-07-29,39,74,7
"109",3.794502,TRUE,FALSE,TRUE,400,"Tuesday",7,555,347,"m",2019-07-30,39,74,7
"110",6.120865,TRUE,FALSE,TRUE,400,"Tuesday",7,555,347,"m",2019-07-30,39,74,7
"111",4.519257,TRUE,FALSE,TRUE,400,"Tuesday",7,555,347,"m",2019-07-30,39,74,7
"112",7.727166,TRUE,FALSE,TRUE,400,"Tuesday",7,555,347,"m",2019-07-30,39,74,7
"113",4.233297,TRUE,FALSE,TRUE,400,"Tuesday",7,555,347,"m",2019-07-30,39,74,7
"114",7.042846,TRUE,FALSE,TRUE,400,"Tuesday",7,555,347,"m",2019-07-30,39,74,7
"115",3.521694,TRUE,FALSE,TRUE,400,"Wednesday",7,555,347,"m",2019-07-31,39,74,7
"116",4.269173,TRUE,FALSE,TRUE,400,"Wednesday",7,555,347,"m",2019-07-31,39,74,7
"117",6.823152,TRUE,FALSE,TRUE,400,"Wednesday",7,555,347,"m",2019-07-31,39,74,7
"118",5.582256,TRUE,FALSE,TRUE,400,"Wednesday",7,555,347,"m",2019-07-31,39,74,7
"119",5.509189,TRUE,FALSE,TRUE,400,"Wednesday",7,555,347,"m",2019-07-31,39,74,7
"120",5.179194,TRUE,FALSE,TRUE,400,"Wednesday",7,555,347,"m",2019-07-31,39,74,7
"121",3.784855,TRUE,FALSE,TRUE,400,"Thursday",8,555,347,"m",2019-08-01,39,74,7
"122",4.315316,TRUE,FALSE,TRUE,400,"Thursday",8,555,347,"m",2019-08-01,39,74,7
"123",6.628243,TRUE,FALSE,TRUE,400,"Thursday",8,555,347,"m",2019-08-01,39,74,7
"124",6.516367,TRUE,FALSE,TRUE,400,"Thursday",8,555,347,"m",2019-08-01,39,74,7
"125",6.222515,TRUE,FALSE,TRUE,400,"Thursday",8,555,347,"m",2019-08-01,39,74,7
"126",7.684117,TRUE,FALSE,TRUE,400,"Thursday",8,555,347,"m",2019-08-01,39,74,7
"127",7.339731,TRUE,FALSE,TRUE,400,"Friday",8,555,347,"m",2019-08-02,39,74,7
"128",5.509189,TRUE,FALSE,TRUE,400,"Friday",8,555,347,"m",2019-08-02,39,74,7
"129",5.913698,TRUE,FALSE,TRUE,400,"Friday",8,555,347,"m",2019-08-02,39,74,7
"130",5.622272,TRUE,FALSE,TRUE,400,"Friday",8,555,347,"m",2019-08-02,39,74,7
"131",4.018045,TRUE,FALSE,TRUE,400,"Friday",8,555,347,"m",2019-08-02,39,74,7
"132",4.017708,TRUE,FALSE,TRUE,400,"Friday",8,555,347,"m",2019-08-02,39,74,7
"133",4.05392,TRUE,FALSE,TRUE,400,"Saturday",8,555,347,"m",2019-08-03,39,74,7
"134",4.042508,TRUE,FALSE,TRUE,400,"Saturday",8,555,347,"m",2019-08-03,39,74,7
"135",6.704702,TRUE,FALSE,TRUE,400,"Saturday",8,555,347,"m",2019-08-03,39,74,7
"136",6.282539,TRUE,FALSE,TRUE,400,"Saturday",8,555,347,"m",2019-08-03,39,74,7
"137",7.684117,TRUE,FALSE,TRUE,400,"Saturday",8,555,347,"m",2019-08-03,39,74,7
"138",6.499122,TRUE,FALSE,TRUE,400,"Saturday",8,555,347,"m",2019-08-03,39,74,7
"139",4.48892,TRUE,FALSE,TRUE,400,"Sunday",8,555,347,"m",2019-08-04,39,74,7
"140",6.667035,TRUE,FALSE,TRUE,400,"Sunday",8,555,347,"m",2019-08-04,39,74,7
"141",6.585203,TRUE,FALSE,TRUE,400,"Sunday",8,555,347,"m",2019-08-04,39,74,7
"142",5.902386,TRUE,FALSE,TRUE,400,"Sunday",8,555,347,"m",2019-08-04,39,74,7
"143",2.780344,TRUE,FALSE,TRUE,400,"Sunday",8,555,347,"m",2019-08-04,39,74,7
"144",7.662593,TRUE,FALSE,TRUE,400,"Sunday",8,555,347,"m",2019-08-04,39,74,7
"145",5.894864,TRUE,FALSE,TRUE,400,"Monday",8,555,347,"m",2019-08-05,39,74,7
"146",6.082458,TRUE,FALSE,TRUE,400,"Monday",8,555,347,"m",2019-08-05,39,74,7
"147",4.191312,TRUE,FALSE,TRUE,400,"Monday",8,555,347,"m",2019-08-05,39,74,7
"148",6.737055,TRUE,FALSE,TRUE,400,"Monday",8,555,347,"m",2019-08-05,39,74,7
"149",4.863581,TRUE,FALSE,TRUE,400,"Monday",8,555,347,"m",2019-08-05,39,74,7
"150",4.592051,TRUE,FALSE,TRUE,400,"Monday",8,555,347,"m",2019-08-05,39,74,7
"151",4.305048,TRUE,FALSE,TRUE,400,"Tuesday",8,555,347,"m",2019-08-06,39,74,7
"152",8.265269,TRUE,FALSE,TRUE,400,"Tuesday",8,555,347,"m",2019-08-06,39,74,7
"153",3.819302,TRUE,FALSE,TRUE,400,"Tuesday",8,555,347,"m",2019-08-06,39,74,7
"154",4.949662,TRUE,FALSE,TRUE,400,"Tuesday",8,555,347,"m",2019-08-06,39,74,7
"155",6.122474,TRUE,FALSE,TRUE,400,"Tuesday",8,555,347,"m",2019-08-06,39,74,7
"156",5.913698,TRUE,FALSE,TRUE,400,"Tuesday",8,555,347,"m",2019-08-06,39,74,7
"157",7.038393,TRUE,FALSE,TRUE,400,"Wednesday",8,555,347,"m",2019-08-07,39,74,7
"158",5.742321,TRUE,FALSE,TRUE,400,"Wednesday",8,555,347,"m",2019-08-07,39,74,7
"159",4.992703,TRUE,FALSE,TRUE,400,"Wednesday",8,555,347,"m",2019-08-07,39,74,7
"160",6.007865,TRUE,FALSE,TRUE,400,"Wednesday",8,555,347,"m",2019-08-07,39,74,7
"161",4.197422,TRUE,FALSE,TRUE,400,"Wednesday",8,555,347,"m",2019-08-07,39,74,7
"162",3.7449,TRUE,FALSE,TRUE,400,"Wednesday",8,555,347,"m",2019-08-07,39,74,7
"163",7.899359,TRUE,FALSE,TRUE,400,"Thursday",8,555,347,"m",2019-08-08,39,74,7
"164",6.38258,TRUE,FALSE,TRUE,400,"Thursday",8,555,347,"m",2019-08-08,39,74,7
"165",6.780035,TRUE,FALSE,TRUE,400,"Thursday",8,555,347,"m",2019-08-08,39,74,7
"166",3.620897,TRUE,FALSE,TRUE,400,"Thursday",8,555,347,"m",2019-08-08,39,74,7
"167",5.380068,TRUE,FALSE,TRUE,400,"Thursday",8,555,347,"m",2019-08-08,39,74,7
"168",4.466487,TRUE,FALSE,TRUE,400,"Thursday",8,555,347,"m",2019-08-08,39,74,7
"169",6.737055,TRUE,TRUE,TRUE,400,"Friday",8,555,347,"m",2019-08-09,39,74,7
"170",5.250946,TRUE,TRUE,TRUE,400,"Friday",8,555,347,"m",2019-08-09,39,74,7
"171",3.856606,TRUE,TRUE,TRUE,400,"Friday",8,555,347,"m",2019-08-09,39,74,7
"172",6.102032,TRUE,TRUE,TRUE,400,"Friday",8,555,347,"m",2019-08-09,39,74,7
"173",5.502224,TRUE,TRUE,TRUE,400,"Friday",8,555,347,"m",2019-08-09,39,74,7
"174",3.37289,TRUE,TRUE,TRUE,400,"Friday",8,555,347,"m",2019-08-09,39,74,7
"175",8.286793,TRUE,TRUE,TRUE,400,"Saturday",8,555,347,"m",2019-08-10,39,74,7
"176",6.38258,TRUE,TRUE,TRUE,400,"Saturday",8,555,347,"m",2019-08-10,39,74,7
"177",6.930703,TRUE,TRUE,TRUE,400,"Saturday",8,555,347,"m",2019-08-10,39,74,7
"178",6.283919,TRUE,TRUE,TRUE,400,"Saturday",8,555,347,"m",2019-08-10,39,74,7
"179",4.269173,TRUE,TRUE,TRUE,400,"Saturday",8,555,347,"m",2019-08-10,39,74,7
"180",4.340116,TRUE,TRUE,TRUE,400,"Saturday",8,555,347,"m",2019-08-10,39,74,7
"181",2.923845,TRUE,TRUE,TRUE,400,"Sunday",8,555,347,"m",2019-08-11,39,74,7
"182",3.794502,TRUE,TRUE,TRUE,400,"Sunday",8,555,347,"m",2019-08-11,39,74,7
"183",5.55223,TRUE,TRUE,TRUE,400,"Sunday",8,555,347,"m",2019-08-11,39,74,7
"184",6.629368,TRUE,TRUE,TRUE,400,"Sunday",8,555,347,"m",2019-08-11,39,74,7
"185",6.122474,TRUE,TRUE,TRUE,400,"Sunday",8,555,347,"m",2019-08-11,39,74,7
"186",7.533448,TRUE,TRUE,TRUE,400,"Sunday",8,555,347,"m",2019-08-11,39,74,7
"187",3.992907,TRUE,TRUE,TRUE,400,"Monday",8,555,347,"m",2019-08-12,39,74,7
"188",5.602264,TRUE,TRUE,TRUE,400,"Monday",8,555,347,"m",2019-08-12,39,74,7
"189",7.74869,TRUE,TRUE,TRUE,400,"Monday",8,555,347,"m",2019-08-12,39,74,7
"190",6.215032,TRUE,TRUE,TRUE,400,"Monday",8,555,347,"m",2019-08-12,39,74,7
"191",4.045811,TRUE,TRUE,TRUE,400,"Monday",8,555,347,"m",2019-08-12,39,74,7
"192",3.479914,TRUE,TRUE,TRUE,400,"Monday",8,555,347,"m",2019-08-12,39,74,7
"193",6.022434,TRUE,TRUE,TRUE,400,"Tuesday",8,555,347,"m",2019-08-13,39,74,7
"194",7.059917,TRUE,TRUE,TRUE,400,"Tuesday",8,555,347,"m",2019-08-13,39,74,7
"195",6.158532,TRUE,TRUE,TRUE,400,"Tuesday",8,555,347,"m",2019-08-13,39,74,7
"196",4.648378,TRUE,TRUE,TRUE,400,"Tuesday",8,555,347,"m",2019-08-13,39,74,7
"197",4.305048,TRUE,TRUE,TRUE,400,"Tuesday",8,555,347,"m",2019-08-13,39,74,7
"198",3.521694,TRUE,TRUE,TRUE,400,"Tuesday",8,555,347,"m",2019-08-13,39,74,7
"199",3.695299,TRUE,TRUE,TRUE,400,"Wednesday",8,555,347,"m",2019-08-14,39,74,7
"200",8.502035,TRUE,TRUE,TRUE,400,"Wednesday",8,555,347,"m",2019-08-14,39,74,7
"201",5.506874,TRUE,TRUE,TRUE,400,"Wednesday",8,555,347,"m",2019-08-14,39,74,7
"202",6.413041,TRUE,TRUE,TRUE,400,"Wednesday",8,555,347,"m",2019-08-14,39,74,7
"203",7.006037,TRUE,TRUE,TRUE,400,"Wednesday",8,555,347,"m",2019-08-14,39,74,7
"204",7.302952,TRUE,TRUE,TRUE,400,"Wednesday",8,555,347,"m",2019-08-14,39,74,7
"205",5.681351,TRUE,TRUE,TRUE,400,"Thursday",8,555,347,"m",2019-08-15,39,74,7
"206",6.120865,TRUE,TRUE,TRUE,400,"Thursday",8,555,347,"m",2019-08-15,39,74,7
"207",8.050028,TRUE,TRUE,TRUE,400,"Thursday",8,555,347,"m",2019-08-15,39,74,7
"208",6.302547,TRUE,TRUE,TRUE,400,"Thursday",8,555,347,"m",2019-08-15,39,74,7
"209",3.7201,TRUE,TRUE,TRUE,400,"Thursday",8,555,347,"m",2019-08-15,39,74,7
"210",4.609989,TRUE,TRUE,TRUE,400,"Thursday",8,555,347,"m",2019-08-15,39,74,7
"211",4.48892,TRUE,TRUE,TRUE,400,"Friday",8,555,347,"m",2019-08-16,39,74,7
"212",6.4222,TRUE,TRUE,TRUE,400,"Friday",8,555,347,"m",2019-08-16,39,74,7
"213",6.462612,TRUE,TRUE,TRUE,400,"Friday",8,555,347,"m",2019-08-16,39,74,7
"214",4.968743,TRUE,TRUE,TRUE,400,"Friday",8,555,347,"m",2019-08-16,39,74,7
"215",6.154797,TRUE,TRUE,TRUE,400,"Friday",8,555,347,"m",2019-08-16,39,74,7
"216",7.877835,TRUE,TRUE,TRUE,400,"Friday",8,555,347,"m",2019-08-16,39,74,7
"217",6.202507,TRUE,TRUE,TRUE,400,"Saturday",8,555,347,"m",2019-08-17,39,74,7
"218",7.339731,TRUE,TRUE,TRUE,400,"Saturday",8,555,347,"m",2019-08-17,39,74,7
"219",6.3657,TRUE,TRUE,TRUE,400,"Saturday",8,555,347,"m",2019-08-17,39,74,7
"220",4.376799,TRUE,TRUE,TRUE,400,"Saturday",8,555,347,"m",2019-08-17,39,74,7
"221",5.896554,TRUE,TRUE,TRUE,400,"Saturday",8,555,347,"m",2019-08-17,39,74,7
"222",4.315316,TRUE,TRUE,TRUE,400,"Saturday",8,555,347,"m",2019-08-17,39,74,7
"223",5.066193,TRUE,TRUE,TRUE,400,"Sunday",8,555,347,"m",2019-08-18,39,74,7
"224",3.695299,TRUE,TRUE,TRUE,400,"Sunday",8,555,347,"m",2019-08-18,39,74,7
"225",5.182094,TRUE,TRUE,TRUE,400,"Sunday",8,555,347,"m",2019-08-18,39,74,7
"226",6.371145,TRUE,TRUE,TRUE,400,"Sunday",8,555,347,"m",2019-08-18,39,74,7
"227",4.592051,TRUE,TRUE,TRUE,400,"Sunday",8,555,347,"m",2019-08-18,39,74,7
"228",4.691419,TRUE,TRUE,TRUE,400,"Sunday",8,555,347,"m",2019-08-18,39,74,7
"229",5.838364,TRUE,TRUE,TRUE,400,"Monday",8,555,347,"m",2019-08-19,39,74,7
"230",6.022434,TRUE,TRUE,TRUE,400,"Monday",8,555,347,"m",2019-08-19,39,74,7
"231",7.189062,TRUE,TRUE,TRUE,400,"Monday",8,555,347,"m",2019-08-19,39,74,7
"232",4.992703,TRUE,TRUE,TRUE,400,"Monday",8,555,347,"m",2019-08-19,39,74,7
"233",4.017708,TRUE,TRUE,TRUE,400,"Monday",8,555,347,"m",2019-08-19,39,74,7
"234",4.035983,TRUE,TRUE,TRUE,400,"Monday",8,555,347,"m",2019-08-19,39,74,7
"235",3.7449,TRUE,TRUE,TRUE,400,"Tuesday",8,555,347,"m",2019-08-20,39,74,7
"236",4.251235,TRUE,TRUE,TRUE,400,"Tuesday",8,555,347,"m",2019-08-20,39,74,7
"237",4.7775,TRUE,TRUE,TRUE,400,"Tuesday",8,555,347,"m",2019-08-20,39,74,7
"238",5.499362,TRUE,TRUE,TRUE,400,"Tuesday",8,555,347,"m",2019-08-20,39,74,7
"239",6.042442,TRUE,TRUE,TRUE,400,"Tuesday",8,555,347,"m",2019-08-20,39,74,7
"240",7.038393,TRUE,TRUE,TRUE,400,"Tuesday",8,555,347,"m",2019-08-20,39,74,7
"241",5.781864,TRUE,TRUE,TRUE,400,"Wednesday",8,555,347,"m",2019-08-21,39,74,7
"242",4.992703,TRUE,TRUE,TRUE,400,"Wednesday",8,555,347,"m",2019-08-21,39,74,7
"243",4.315316,TRUE,TRUE,TRUE,400,"Wednesday",8,555,347,"m",2019-08-21,39,74,7
"244",5.058431,TRUE,TRUE,TRUE,400,"Wednesday",8,555,347,"m",2019-08-21,39,74,7
"245",6.162491,TRUE,TRUE,TRUE,400,"Wednesday",8,555,347,"m",2019-08-21,39,74,7
"246",8.760324,TRUE,TRUE,TRUE,400,"Wednesday",8,555,347,"m",2019-08-21,39,74,7
"247",4.717615,TRUE,TRUE,TRUE,400,"Thursday",8,555,347,"m",2019-08-22,39,74,7
"248",5.982635,TRUE,TRUE,TRUE,400,"Thursday",8,555,347,"m",2019-08-22,39,74,7
"249",6.591701,TRUE,TRUE,TRUE,400,"Thursday",8,555,347,"m",2019-08-22,39,74,7
"250",7.082863,TRUE,TRUE,TRUE,400,"Thursday",8,555,347,"m",2019-08-22,39,74,7
"251",8.415938,TRUE,TRUE,TRUE,400,"Thursday",8,555,347,"m",2019-08-22,39,74,7
"252",3.34809,TRUE,TRUE,TRUE,400,"Thursday",8,555,347,"m",2019-08-22,39,74,7
"253",5.724392,TRUE,TRUE,TRUE,400,"Friday",8,555,347,"m",2019-08-23,39,74,7
"254",4.161546,TRUE,TRUE,TRUE,400,"Friday",8,555,347,"m",2019-08-23,39,74,7
"255",4.389718,TRUE,TRUE,TRUE,400,"Friday",8,555,347,"m",2019-08-23,39,74,7
"256",6.102032,TRUE,TRUE,TRUE,400,"Friday",8,555,347,"m",2019-08-23,39,74,7
"257",5.842361,TRUE,TRUE,TRUE,400,"Friday",8,555,347,"m",2019-08-23,39,74,7
"258",7.899359,TRUE,TRUE,TRUE,400,"Friday",8,555,347,"m",2019-08-23,39,74,7
"259",5.725363,TRUE,TRUE,TRUE,400,"Saturday",8,555,347,"m",2019-08-24,39,74,7
"260",5.55223,TRUE,TRUE,TRUE,400,"Saturday",8,555,347,"m",2019-08-24,39,74,7
"261",5.562248,TRUE,TRUE,TRUE,400,"Saturday",8,555,347,"m",2019-08-24,39,74,7
