OBJECTID,GlobalID,last_edited_date,id,short_name,long_name,direction,rte_type,rte_color,agency_id,agency_nam,gen_date,end_date
3890,{B9F95FFC-B180-42B7-ABF5-2FA36AA23F60},2019/02/14 21:35:50+00,0,A Line,King Historic District - Centennial Olympic Park,Centennial Olympic Park,"tram, light rail, streetcar",636199,ASC,Atlanta Streetcar,2019/01/07,2018/12/31
3891,{3F6CDD46-7399-4201-99ED-3D92FDFBD7D4},2019/02/14 21:35:50+00,1,A Line,King Historic District - Centennial Olympic Park,King Historic District,"tram, light rail, streetcar",636199,ASC,Atlanta Streetcar,2019/01/07,2018/12/31
3892,{EA7ACFCA-A5EC-49D9-A16F-D799C0BBD7B8},2019/02/14 21:35:50+00,3,A Line,King Historic District - Centennial Olympic Park,Centennial Olympic Park,"tram, light rail, streetcar",636199,ASC,Atlanta Streetcar,2019/01/07,2018/12/31
4424,{D902AF0B-D0C0-43E9-84C0-67680393F3EC},2019/05/06 20:22:37+00,0,45,Sugarloaf Mills - Georgia Gwinnett College,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4426,{41A6A155-49A6-4E2B-A7A8-CCD1672C467A},2019/05/06 20:22:37+00,0,110,Emory University / CDC,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4436,{08E0C7CA-0D16-44F6-8F46-99F2B2F3F19D},2019/05/06 20:22:37+00,0,30,Lilburn - Gwinnett Transit Center,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4442,{C58956AD-D1BB-43DE-9B13-D8F360BD30DD},2019/05/06 20:22:37+00,0,10A,Sugarloaf - Gwinnett Transit Center - Doraville via Satellite,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4443,{0751C1CB-81F9-44B3-8154-8D1755FB9EF7},2019/05/06 20:22:37+00,0,40,Lawrenceville - Gwinnett Transit Center - Sugarloaf Mills,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4453,{BC77081B-04A8-4424-8E14-42A0B53B63D7},2019/05/06 20:22:37+00,0,20,Beaver Ruin - Doraville,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4469,{8C707041-D6D1-4895-B416-44BF2397A119},2019/05/06 20:22:37+00,0,10A,Sugarloaf - Gwinnett Transit Center - Doraville via Satellite,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4493,{3B322F56-3EEF-478D-8544-7E9E7E047E34},2019/05/06 20:22:37+00,0,110,Emory University / CDC,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4518,{581DF49A-3BC2-4060-87B8-A69792DB5379},2019/05/06 20:22:37+00,0,101,I-985 Park & Ride - Atlanta,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4527,{982F1474-FDEB-435C-9A03-B16F5A600A35},2019/05/06 20:22:37+00,0,20,Beaver Ruin - Doraville,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4535,{9ECC8350-DE26-499C-9F9A-9B83392127B7},2019/05/06 20:22:37+00,0,30,Lilburn - Gwinnett Transit Center,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4545,{2A7F7209-438B-4D0C-8B00-DF4486BA5016},2019/05/06 20:22:37+00,0,102,Indian Trail Park & Ride - Atlanta,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4557,{88722D4E-D865-458C-AF8B-B474D6E4D2D8},2019/05/06 20:22:37+00,0,35,Norcross - Doraville,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4559,{79C59FD9-A852-4833-B084-6B74C138B89C},2019/05/06 20:22:37+00,0,110,Emory University / CDC,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4577,{BFCD6E30-6F8F-4748-BE32-662D9F15A303},2019/05/06 20:22:37+00,0,101-2-3,Express Sweeper,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4580,{7FB6F39F-46CB-4554-851B-8DF9D085E1E9},2019/05/06 20:22:37+00,0,40,Lawrenceville - Gwinnett Transit Center - Sugarloaf Mills,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4607,{92A3EB7A-DE98-4AD7-82EF-C88C7E20783B},2019/05/06 20:22:37+00,0,110,Emory University / CDC,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4614,{62964BFE-6BED-4E24-AC7B-C5F3BEED5C07},2019/05/06 20:22:37+00,0,45,Sugarloaf Mills - Georgia Gwinnett College,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4649,{15227B8B-9B4F-4545-B103-389D81294E8B},2019/05/06 20:22:37+00,0,40,Lawrenceville - Gwinnett Transit Center - Sugarloaf Mills,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4650,{EA535AC8-7879-4A68-B928-3D4F8B9BE226},2019/05/06 20:22:37+00,0,101,I-985 Park & Ride - Atlanta,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4670,{B964D71A-3164-452A-9CB4-1DD5E840A25A},2019/05/06 20:22:37+00,0,40,Lawrenceville - Gwinnett Transit Center - Sugarloaf Mills,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4674,{293106FB-4D67-487F-AD2E-3848B1AA4A81},2019/05/06 20:22:37+00,0,10A,Sugarloaf - Gwinnett Transit Center - Doraville via Satellite,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4678,{4F41EDCC-C474-439E-B277-DB8716C37318},2019/05/06 20:22:37+00,0,203,Atlanta - Sugarloaf Mills Park & Ride,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4679,{EFA91FBC-13CB-446D-B402-E61F3ADD4925},2019/05/06 20:22:37+00,0,10B,Sugarloaf  - Gwinnett Transit Center - Doraville via Buford Highway,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4689,{EE8129C1-BB7C-49CE-BDBE-B2740A1FE052},2019/05/06 20:22:37+00,0,30,Lilburn - Gwinnett Transit Center,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4690,{5A108BBD-DA6B-457B-871A-6C7DFC55E78F},2019/05/06 20:22:37+00,0,20,Beaver Ruin - Doraville,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4693,{F0AEB3A1-BFFC-41B8-9BCF-67843A411BBC},2019/05/06 20:22:37+00,0,10B,Sugarloaf  - Gwinnett Transit Center - Doraville via Buford Highway,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4700,{74E00F72-D44B-4FA1-B5A6-4C5BFBE26E29},2019/05/06 20:22:37+00,0,35,Norcross - Doraville,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4702,{E85D9006-9632-46DB-94FF-A0A4425FB0FC},2019/05/06 20:22:37+00,0,110,Emory University / CDC,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4704,{2040B743-E3F9-4D02-AB25-07A567B20601},2019/05/06 20:22:37+00,0,10A,Sugarloaf - Gwinnett Transit Center - Doraville via Satellite,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4720,{2DB54522-37F6-4544-9F99-BCC2C30B25F1},2019/05/06 20:22:37+00,0,20,Beaver Ruin - Doraville,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4730,{C6582D1A-8C52-48F3-9141-50F75FD87CCD},2019/05/06 20:22:37+00,0,102,Indian Trail Park & Ride - Atlanta,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4738,{0A6A3D00-1A78-4D23-B864-86A9FD888F9D},2019/05/06 20:22:37+00,0,35,Norcross - Doraville,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4748,{2E025640-884E-4B28-8F06-A0D6C21FA744},2019/05/06 20:22:37+00,0,10A,Sugarloaf - Gwinnett Transit Center - Doraville via Satellite,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4755,{894BF36F-AC6A-4F73-AF80-B8139B2AA7EB},2019/05/06 20:22:37+00,0,110,Emory University / CDC,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4777,{951A05AF-67B5-4558-BD2E-1E25994A4251},2019/05/06 20:22:37+00,0,103,Sugarloaf Mills Park & Ride -  Atlanta,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4785,{7758A0D5-10D4-4303-A425-0A7B16F7E0EE},2019/05/06 20:22:37+00,0,103,Sugarloaf Mills Park & Ride -  Atlanta,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4796,{2BF6852D-EDE7-4D24-AC1F-E769A9835F7B},2019/05/06 20:22:37+00,0,10A,Sugarloaf - Gwinnett Transit Center - Doraville via Satellite,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4805,{7C1C4962-D850-435B-9FC2-70733212280A},2019/05/06 20:22:37+00,0,30,Lilburn - Gwinnett Transit Center,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4810,{BE470441-FA32-4865-A3DD-6FC5D20D46E7},2019/05/06 20:22:37+00,0,40,Lawrenceville - Gwinnett Transit Center - Sugarloaf Mills,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4812,{2951AB44-E60A-41C1-B880-BC1662DAC6EE},2019/05/06 20:22:37+00,0,10B,Sugarloaf  - Gwinnett Transit Center - Doraville via Buford Highway,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4814,{E84CC507-866F-48FD-BD6E-69A60D634392},2019/05/06 20:22:37+00,0,203,Atlanta - Sugarloaf Mills Park & Ride,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4821,{405147E4-18CE-4253-A531-4930A1647936},2019/05/06 20:22:37+00,0,10B,Sugarloaf  - Gwinnett Transit Center - Doraville via Buford Highway,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4822,{CA9D58FB-CE80-4A1D-8CFC-F9712E450013},2019/05/06 20:22:37+00,0,10B,Sugarloaf  - Gwinnett Transit Center - Doraville via Buford Highway,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4849,{DBB1DA74-C899-4869-BC73-C740D2576AF3},2019/05/06 20:22:37+00,0,10B,Sugarloaf  - Gwinnett Transit Center - Doraville via Buford Highway,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4859,{72D09AB3-7F89-41A9-9748-273C0D48D0FA},2019/05/06 20:22:37+00,0,10B,Sugarloaf  - Gwinnett Transit Center - Doraville via Buford Highway,,bus,,GCT,Gwinnett County Transit,2019/05/06,2020/01/01
4865,{8710E01B-7E00-40C8-81D7-252DCB6D8824},2019/07/24 18:13:16+00,1189,416,Dacula to Downtown,Dacula to Downtown (AM),bus,nan,SRTA,SRTA,2019/07/24,2019/10/01
4866,{270E108E-5504-4643-B7DE-51A8639086A4},2019/07/24 18:13:16+00,1191,417,Sugarloaf Mills to Perimeter,Perimeter to Sugarloaf Mills (PM),bus,nan,SRTA,SRTA,2019/07/24,2019/10/01
4867,{0294BE7C-2A83-46E2-87EC-E96F571604F9},2019/07/24 18:13:16+00,1225,441,Jonesboro to Downtown - Midtown,Downtown/Midtown to Jonesboro (PM),bus,nan,SRTA,SRTA,2019/07/24,2019/10/01
4868,{04493839-2299-463D-B1BF-1E7948D24139},2019/07/24 18:13:16+00,36,25,MARTA H.E. Holmes - Cumberland Transfer Center,CUMBERLAND TRANSFER CENTER,bus,nan,COBBLINC,CobbLinc,2019/07/24,2019/10/01
4869,{0A8F9E60-4419-4E9D-AB32-9707545E6E25},2019/07/24 18:13:16+00,51,50,Cumberland Transfer Center - Marietta Transfer Center,CUMBERLAND TRANSFER CENTER,bus,nan,COBBLINC,CobbLinc,2019/07/24,2019/10/01
4870,{A64FD0F3-8161-4351-BED8-20EEFFB83E91},2019/07/24 18:13:16+00,1197,426,E Conyers - W Conyers - Panola Road to Downtown,Downtown to Panola Road/West Conyers/East Conyers (PM),bus,nan,SRTA,SRTA,2019/07/24,2019/10/01
4871,{483DC371-5542-4818-87C8-6D24DF1FA1DF},2019/07/24 18:13:16+00,24,10C,MARTA Arts Center - Town Center P & R,MARTA ARTS CENTER STATION,bus,nan,COBBLINC,CobbLinc,2019/07/24,2019/10/01
4872,{3A87289A-4B3E-46DF-9279-8866D208ED1E},2019/07/24 18:13:16+00,29,20,Cumberland Transfer Center - Marietta Transfer Center,CUMBERLAND TRANSFER CENTER,bus,nan,COBBLINC,CobbLinc,2019/07/24,2019/10/01
4873,{6D64CA68-8BAB-4293-8DA0-33ECBBCE32DF},2019/07/24 18:13:16+00,54,Blue,Cumberland Circulator,CUMBERLAND CIRCULATOR BLUE,bus,nan,COBBLINC,CobbLinc,2019/07/24,2019/10/01
4874,{4FE2D430-39F8-4ED0-B6B4-FC9B48469F0C},2019/07/24 18:13:16+00,1242,490,Canton - Woodstock to Downtown,Downtown to Woodstock/Canton (PM),bus,nan,SRTA,SRTA,2019/07/24,2019/10/01
4875,{57061507-315A-4914-9BCB-DAE6217294B6},2019/07/24 18:13:16+00,26,10C,MARTA Arts Center - Town Center P & R,TOWN CENTER MALL,bus,nan,COBBLINC,CobbLinc,2019/07/24,2019/10/01
4876,{13BEFA37-9FA0-41C0-98DA-8ED6F4885ED1},2019/07/24 18:13:16+00,1219,432,BrandsMart - Stockbridge to Downtown,BrandsMart/Stockbridge to Downtown (AM),bus,nan,SRTA,SRTA,2019/07/24,2019/10/01
4877,{E82B9E1E-11E9-4071-AF34-6D857A21121E},2019/07/24 18:13:16+00,1218,431,BrandsMart - Stockbridge to Midtown,Midtown to BrandsMart/Stockbridge (PM),bus,nan,SRTA,SRTA,2019/07/24,2019/10/01
4878,{992D2B35-0C83-413D-B051-1317E601DEAC},2019/07/24 18:13:16+00,22,10B,MARTA Civic Center - Cobb-Wildwood,WINDY HILL ROAD,bus,nan,COBBLINC,CobbLinc,2019/07/24,2019/10/01
4879,{681991BC-5A36-48B9-8927-FB418D6F121A},2019/07/24 18:13:16+00,1241,490,Canton - Woodstock to Downtown,Canton/Woodstock to Downtown (AM),bus,nan,SRTA,SRTA,2019/07/24,2019/10/01
4880,{D83AB014-BD45-4135-9024-F0F364237178},2019/07/24 18:13:16+00,1187,414,Ham Mill - Mall of GA -Sugarloaf Mills to Mid,Ham. Mill/Mall of GA/Sugarloaf Mills to Midtown (AM),bus,nan,SRTA,SRTA,2019/07/24,2019/10/01
4881,{CFEA40BC-A430-495C-B237-F9D4034D4378},2019/07/24 18:13:16+00,1194,419,Snellville - Hewatt Rd - Stone Mtn to Downtown,Snellville/Hewatt Rd/Stone Mtn to Downtown (AM),bus,nan,SRTA,SRTA,2019/07/24,2019/10/01
4882,{336725B0-1A7D-40A1-8ACB-9D401E639A48},2019/07/24 18:13:16+00,56,Green,Cumberland Circulator,CUMBERLAND CIRCULATOR GREEN,bus,nan,COBBLINC,CobbLinc,2019/07/24,2019/10/01
4883,{0F1CE799-4736-487B-B575-7C852ACBD02B},2019/07/24 18:13:16+00,11,101,MARTA Civic Center - Marietta Transfer Center,MARTA CIVIC CENTER,bus,nan,COBBLINC,CobbLinc,2019/07/24,2019/10/01
4884,{EE334851-DA31-45BF-B0C9-15C70EC7B494},2019/07/24 18:13:16+00,38,30,MARTA H.E. Holmes - Marietta Transfer Center,MARTA HOLMES STATION,bus,nan,COBBLINC,CobbLinc,2019/07/24,2019/10/01
4885,{890B8847-214B-4CD5-ACC5-4D9C17CDBB15},2019/07/24 18:13:16+00,1169,400,Cumming to Downtown,Downtown to Cumming (PM),bus,nan,SRTA,SRTA,2019/07/24,2019/10/01
4886,{8207BCCE-A948-4613-9B72-8BB78FDAA9E4},2019/07/24 18:13:16+00,1172,408,Johns Creek to Chamblee,Chamblee to Johns Creek (AM),bus,nan,SRTA,SRTA,2019/07/24,2019/10/01
4887,{AE0C7CB3-7A44-44EF-8919-80FA0CB90390},2019/07/24 18:13:16+00,1178,408,Johns Creek to Chamblee,Johns Creek to Chamblee (PM),bus,nan,SRTA,SRTA,2019/07/24,2019/10/01
4888,{63FBBF72-A60A-4BA4-874D-49D2EBC0586A},2019/07/24 18:13:16+00,28,15,Cobb-Wildwood Pkwy - Marietta Transfer Center,MARIETTA TRANSFER CENTER,bus,nan,COBBLINC,CobbLinc,2019/07/24,2019/10/01
4889,{162094D9-77E9-4303-9A4B-2714156B862C},2019/07/24 18:13:16+00,55,Green,Cumberland Circulator,CUMBERLAND CIRCULATOR GREEN,bus,nan,COBBLINC,CobbLinc,2019/07/24,2019/10/01
4890,{70C0B7F1-47D9-4860-8A3E-2BCD5FBF3427},2019/07/24 18:13:16+00,41,30,MARTA H.E. Holmes - Marietta Transfer Center,MARIETTA TRANSFER CENTER,bus,nan,COBBLINC,CobbLinc,2019/07/24,2019/10/01
4891,{2673AEB4-83E2-4D7E-9E1A-6AB98AE16B75},2019/07/24 18:13:16+00,30,20,Cumberland Transfer Center - Marietta Transfer Center,CUMBERLAND TRANSFER CENTER,bus,nan,COBBLINC,CobbLinc,2019/07/24,2019/10/01
4892,{D2DFF908-9D46-4387-8276-EEF9295A5521},2019/07/24 18:13:16+00,18,10A,MARTA Civic Center - Cobb-Bentley Road,BENTLEY ROAD,bus,nan,COBBLINC,CobbLinc,2019/07/24,2019/10/01
4893,{BEAE087E-DA91-4246-A920-775D941DAB03},2019/07/24 18:13:16+00,5,100,MARTA Civic Center - Town Center P & R,MARTA CIVIC CENTER,bus,nan,COBBLINC,CobbLinc,2019/07/24,2019/10/01
4894,{275156D2-78BC-47FF-B27C-F2AE1E5BB462},2019/07/24 18:13:16+00,1188,414,Ham Mill - Mall of GA -Sugarloaf Mills to Mid,Midtown to Sugarloaf Mills/Mall of GA/Ham. Mill (PM),bus,nan,SRTA,SRTA,2019/07/24,2019/10/01
4895,{92082AF8-99F5-4B8A-AB04-4FB7A7BE299B},2019/07/24 18:13:16+00,1185,413,Hamilton Mill - Mall of Georgia to Downtown,Downtown to Mall of Georgia/Hamilton Mill (PM),bus,nan,SRTA,SRTA,2019/07/24,2019/10/01
4896,{B0DFD4F9-E190-47A9-9884-C2A9AF44DF3C},2019/07/24 18:13:16+00,1226,441,Jonesboro to Downtown - Midtown,Jonesboro to Downtown/Midtown (AM),bus,nan,SRTA,SRTA,2019/07/24,2019/10/01
4897,{77A547A7-8EA6-4DBA-9D5C-C4E438CB6A0C},2019/07/24 18:13:16+00,1239,483,Woodstock - Town Center(Big Shanty) to Midtown,Midtown to Town Center (Big Shanty)/Woodstock (PM),bus,nan,SRTA,SRTA,2019/07/24,2019/10/01
4898,{0CABE2C2-4DBE-4E43-83FC-1F50DDF82968},2019/07/24 18:13:16+00,12,101,MARTA Civic Center - Marietta Transfer Center,MARTA CIVIC CENTER,bus,nan,COBBLINC,CobbLinc,2019/07/24,2019/10/01
4899,{ABF814FF-A1B0-450A-B815-83D1BCB10EB0},2019/07/24 18:13:16+00,4,100,MARTA Civic Center - Town Center P & R,MARTA CIVIC CENTER,bus,nan,COBBLINC,CobbLinc,2019/07/24,2019/10/01
4900,{ECCBFC53-AEDB-4C1F-9AEA-27E3F125FD41},2019/07/24 18:13:16+00,3,10,MARTA Arts Center - Marietta Transfer Center,MARIETTA TRANSFER CENTER,bus,nan,COBBLINC,CobbLinc,2019/07/24,2019/10/01
4901,{C54D4366-FD76-45CC-AB1A-28D996EB504E},2019/07/24 18:13:16+00,43,40,KSU-Kennesaw - Marietta Transfer Center,MARIETTA TRANSFER CENTER,bus,nan,COBBLINC,CobbLinc,2019/07/24,2019/10/01
4902,{C6C5AC8F-4CC0-475E-A22A-439E37C5BBFA},2019/07/24 18:13:16+00,1190,416,Dacula to Downtown,Downtown to Dacula (PM),bus,nan,SRTA,SRTA,2019/07/24,2019/10/01
4903,{87B777E2-1DAA-4731-A3F3-B03C13DB88D2},2019/07/24 18:13:16+00,1196,423,E Conyers - W Conyers - Panola Road to Midtown,Midtown to Panola Road/West Conyers/East Conyers (PM),bus,nan,SRTA,SRTA,2019/07/24,2019/10/01
4904,{62550134-4EC1-42C4-906F-006FEFBC27F4},2019/07/24 18:13:16+00,1228,442,Riverdale to Downtown,Riverdale to Downtown (AM),bus,nan,SRTA,SRTA,2019/07/24,2019/10/01
4905,{261FAAEA-53B0-4EC2-969B-99AF615A2E79},2019/07/24 18:13:16+00,52,50,Cumberland Transfer Center - Marietta Transfer Center,MARIETTA TRANSFER CENTER,bus,nan,COBBLINC,CobbLinc,2019/07/24,2019/10/01
4906,{6698FA77-5F79-4B41-947C-6B9DC7357F74},2019/07/24 18:13:16+00,1233,476,Hiram - Powder Springs to Downtown - Midtown,Downtown/Midtown to Powder Springs/Hiram (PM),bus,nan,SRTA,SRTA,2019/07/24,2019/10/01
4907,{179A2EA0-D68A-4BFF-801D-A9133665AC5B},2019/07/24 18:13:16+00,1195,423,E Conyers - W Conyers - Panola Road to Midtown,East Conyers/West Conyers/Panola Road to Midtown (AM),bus,nan,SRTA,SRTA,2019/07/24,2019/10/01
4908,{776A7D96-2B71-4F8A-AEB5-0B97251AD4F0},2019/07/24 18:13:16+00,39,30,MARTA H.E. Holmes - Marietta Transfer Center,MARIETTA TRANSFER CENTER,bus,nan,COBBLINC,CobbLinc,2019/07/24,2019/10/01
4909,{E7B031D1-FA7C-4C5F-BFDF-67CB2D94B07D},2019/07/24 18:13:16+00,1232,463,W Douglas - Douglasville to Downtown - Midtown,West Douglas/Douglasville to Downtown/Midtown (AM),bus,nan,SRTA,SRTA,2019/07/24,2019/10/01
4910,{6DF26B4D-5079-40AD-AE32-B566FAE58119},2019/07/24 18:13:16+00,1171,401,Cumming to Perimeter,Perimeter to Cumming (PM),bus,nan,SRTA,SRTA,2019/07/24,2019/10/01
4911,{A60E5961-B236-4C99-90A3-BDAFBED55EB7},2019/07/24 18:13:16+00,1212,426,E Conyers - W Conyers - Panola Road to Downtown,West Conyers/Panola Road to Downtown (AM),bus,nan,SRTA,SRTA,2019/07/24,2019/10/01
4912,{413CC6F1-D554-4A99-89F8-6BDEC6B96D92},2019/07/24 18:13:16+00,1168,400,Cumming to Downtown,Cumming to Downtown (AM),bus,nan,SRTA,SRTA,2019/07/24,2019/10/01
4913,{4601B463-475F-463A-BF5D-0FDDE7133DDD},2019/07/24 18:13:16+00,20,10A,MARTA Civic Center - Cobb-Bentley Road,BENTLEY ROAD,bus,nan,COBBLINC,CobbLinc,2019/07/24,2019/10/01
4914,{F0A2A221-24E0-424D-BC68-81996BFA802A},2019/07/24 18:13:16+00,1215,430,McDonough to Downtown - For 610 trip see Rt 432,Downtown to McDonough (PM),bus,nan,SRTA,SRTA,2019/07/24,2019/10/01
4915,{F14D3969-16C1-4E3B-90B3-161CFF431B40},2019/07/24 18:13:16+00,1183,412,Sugarloaf Mills to Midtown,Midtown to Sugarloaf Mills (PM),bus,nan,SRTA,SRTA,2019/07/24,2019/10/01
4916,{4187B4B1-E158-433B-BF31-01A90B6EF7DA},2019/07/24 18:13:16+00,42,40,KSU-Kennesaw - Marietta Transfer Center,KENNESAW STATE UNIVERSITY,bus,nan,COBBLINC,CobbLinc,2019/07/24,2019/10/01
4917,{75AD1FC6-68DD-458A-B552-C913EAC989D5},2019/07/24 18:13:16+00,37,25,MARTA H.E. Holmes - Cumberland Transfer Center,MARTA HOLMES STATION,bus,nan,COBBLINC,CobbLinc,2019/07/24,2019/10/01
4918,{A0DD7767-18AA-4FCD-8D9A-C555BB6B9855},2019/07/24 18:13:16+00,1198,426,E Conyers - W Conyers - Panola Road to Downtown,East Conyers to Downtown (AM),bus,nan,SRTA,SRTA,2019/07/24,2019/10/01
4919,{E51D9BE2-6CFD-4546-9A6A-C8AABE5FA548},2019/07/24 18:13:16+00,1180,410,Sugarloaf Mills to Lindbergh MARTA Station,Sugarloaf Mills to Lindbergh MARTA (AM),bus,nan,SRTA,SRTA,2019/07/24,2019/10/01
4920,{5E5F0B79-0795-425F-8B17-07D0CD76367B},2019/07/24 18:13:16+00,27,15,Cobb-Wildwood Pkwy - Marietta Transfer Center,WILDWOOD PARKWAY,bus,nan,COBBLINC,CobbLinc,2019/07/24,2019/10/01
4921,{3AFE6848-3E6B-49A5-AA8D-BCF99FE70329},2019/07/24 18:13:16+00,10,100,MARTA Civic Center - Town Center P & R,TOWN CENTER PARK-N-RIDE,bus,nan,COBBLINC,CobbLinc,2019/07/24,2019/10/01
4922,{72FD9463-A7F7-484F-8712-33591E0AD955},2019/07/24 18:13:16+00,1181,411,Hamilton Mill - Mall of Georgia to Midtown,Hamilton Mill/Mall of Georgia to Midtown (AM),bus,nan,SRTA,SRTA,2019/07/24,2019/10/01
4923,{C6F7DFC0-4F57-475A-8CA4-A24E2AB0675E},2019/07/24 18:13:16+00,1229,453,Newnan - Union City to Downtown - Midtown,Downtown/Midtown to Union City/Newnan (PM),bus,nan,SRTA,SRTA,2019/07/24,2019/10/01
4924,{29AD748F-5E43-4358-A70E-93B78DD5DFDA},2019/07/24 18:13:16+00,35,20,Cumberland Transfer Center - Marietta Transfer Center,MARIETTA TRANSFER CENTER,bus,nan,COBBLINC,CobbLinc,2019/07/24,2019/10/01
4925,{31698F0B-2C6F-4FFE-88A6-1399032940B9},2019/07/24 18:13:16+00,1203,426,E Conyers - W Conyers - Panola Road to Downtown,Panola Road  to Downtown (AM),bus,nan,SRTA,SRTA,2019/07/24,2019/10/01
4926,{8B7079ED-DBA0-4B4C-AA82-3E07DEFC1AFD},2019/07/24 18:13:16+00,1238,482,Town Center to Perimeter,Town Center (Big Shanty) to Perimeter (AM),bus,nan,SRTA,SRTA,2019/07/24,2019/10/01
4927,{CB36FAF8-1458-41A7-A883-778A096DE4C4},2019/07/24 18:13:16+00,50,45,Town Center Mall - Marietta Transfer Center,MARIETTA TRANSIT CENTER VIA WALMART,bus,nan,COBBLINC,CobbLinc,2019/07/24,2019/10/01
4928,{3DC7E1E9-C929-4FC3-BA1D-ADBE78F24251},2019/07/24 18:13:16+00,1200,426,E Conyers - W Conyers - Panola Road to Downtown,East Conyers/West Conyers/Panola Road to Downtown (AM),bus,nan,SRTA,SRTA,2019/07/24,2019/10/01
4929,{DD519FFC-F6DB-44EB-A10A-B4877BDEDAB9},2019/07/24 18:13:16+00,1231,463,W Douglas - Douglasville to Downtown - Midtown,Downtown/Midtown to Douglasville/West Douglas (PM),bus,nan,SRTA,SRTA,2019/07/24,2019/10/01
4930,{E4D330DC-BB28-467F-9752-F385E1B5A6E4},2019/07/24 18:13:16+00,1224,440,Hampton - Jonesboro to Downtown - Midtown,Hampton/Jonesboro to Downtown/Midtown (AM),bus,nan,SRTA,SRTA,2019/07/24,2019/10/01
4931,{3E347CF3-2225-4252-9C8D-E65A292900D3},2019/07/24 18:13:16+00,45,45,Town Center Mall - Marietta Transfer Center,TOWN CENTER MALL VIA WALMART,bus,nan,COBBLINC,CobbLinc,2019/07/24,2019/10/01
4932,{E1767FDD-24E7-4806-B265-FDAA07401727},2019/07/24 18:13:16+00,1192,417,Sugarloaf Mills to Perimeter,Sugarloaf Mills to Perimater (AM),bus,nan,SRTA,SRTA,2019/07/24,2019/10/01
4933,{ACE03BDD-42A1-4533-A86D-0E1DCE11368C},2019/07/24 18:13:16+00,15,102,MARTA Arts Center - Acworth P & R,MARTA ARTS CENTER STATION,bus,nan,COBBLINC,CobbLinc,2019/07/24,2019/10/01
4934,{8DDDAFD0-5837-4921-8100-49269CBDD607},2019/07/24 18:13:16+00,1244,490,Canton - Woodstock to Downtown,Woodstock to Downtown (AM),bus,nan,SRTA,SRTA,2019/07/24,2019/10/01
