OBJECTID,GlobalID,last_edited_date,id,short_name,long_name,direction,rte_type,rte_color,agency_id,agency_nam,gen_date,end_date
5317,{E00A4F04-7C2F-41C6-AA73-168288C6D26A},2019/09/06 15:40:46+00,416,142,East Holcomb Bridge Road,Route 142 Mansell Park & Ride,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5318,{03690EA4-95E1-4C59-BFAC-278587AD25B1},2019/09/06 15:40:46+00,15,6,Clifton Road / Emory,Route 6 - Lindbergh Station,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5319,{3BF620DC-13DB-4398-A19E-98DCEFC260D1},2019/09/06 15:40:46+00,25,6,Clifton Road / Emory,MARTA Headquarters  / Lindbergh Station,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5320,{F0901A1C-3715-47B9-A720-00296275F656},2019/09/06 15:40:46+00,118,36,N Decatur Road / Virginia Highland,Route 36 Midtown Station,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5321,{BF3EB66B-E5CE-4417-A2B3-6C148B497250},2019/09/06 15:40:46+00,276,95,Metropolitan Parkway,Route 95 - King Arnold Street,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5322,{CB269571-2699-44C8-9E93-6926AAFF6118},2019/09/06 15:40:46+00,69,19,Clairmont Road,Route 19- Chamblee Station,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5323,{89CEE484-D183-4D0E-875B-711EC23AC3F2},2019/09/06 15:40:46+00,908,832,Grant Park,Route 832 Custer Ave.,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5324,{665733FF-7202-485A-B30C-AE5CA84B0342},2019/09/06 15:40:46+00,502,185,Alpharetta / Old Milton Parkway,nan,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5325,{C8F7104F-25A0-4A4E-9903-3D4CE05968F3},2019/09/06 15:40:46+00,14,5,Piedmont Road / Sandy Springs,nan,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5326,{0CB36AFE-CA0D-42FC-9A0B-FC9F3AD8C158},2019/09/06 15:40:46+00,227,74,Flat Shoals Road,Route 74 Inman Park Station,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5327,{499F46FA-6949-4E2E-9D94-16C530B3AA68},2019/09/06 15:40:46+00,191,71,Cascade  Road,nan,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5328,{1A473422-B492-4955-869F-D5820B8F0BE6},2019/09/06 15:40:46+00,265,89,Old National Highway / Union City,nan,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5329,{D5BFF62A-1729-4603-8CF0-D999D9866D49},2019/09/06 15:40:46+00,432,143,Windward Park & Ride,nan,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5330,{9BD9E39A-B43B-4C56-BAC9-C0C7F7EB35A1},2019/09/06 15:40:46+00,13,5,Piedmont Road / Sandy Springs,nan,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5331,{60014274-BB03-4934-8B81-03B55D2C140F},2019/09/06 15:40:46+00,420,143,Windward Park & Ride,nan,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5332,{074985FA-695F-47D3-991C-687E5D3402CF},2019/09/06 15:40:46+00,271,93,Headland Drive / Main Street,nan,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5333,{0A1E95CB-0E25-4703-AB27-F7C4C32B7CE2},2019/09/06 15:40:46+00,72,19,Clairmont Road,Route 19 - Decatur Station,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5334,{C54C65F2-8E4A-468C-ABA6-3C7E8B22BF64},2019/09/06 15:40:46+00,264,89,Old National Highway / Union City,nan,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5335,{63F9A093-96F7-44D0-93FA-137750EE5319},2019/09/06 15:40:46+00,224,74,Flat Shoals Road,Route 74 Inman Park Station,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5336,{4B9E00E7-1E7A-41FE-93A8-0B08AF572F5B},2019/09/06 15:40:46+00,323,120,East Ponce De Leon Avenue,nan,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5337,{F129094D-2098-4DA3-BF42-EC7D5AEC6813},2019/09/06 15:40:46+00,916,853,Collier Heights,nan,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5338,{FBC1E3A6-3F12-4F41-AC98-186DD0A41F7A},2019/09/06 15:40:46+00,418,143,Windward Park & Ride,nan,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5339,{F65CAC5A-6F0D-4AD4-B028-6662F23BA00F},2019/09/06 15:40:46+00,31,8,North Druid Hills Road,Route 8 - Brookhaven Station,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5340,{6BC0F892-1193-4B2A-A8A5-088D1F3FAD0F},2019/09/06 15:40:46+00,63,15,Candler Road,Route 15 - Decatur Station / Decatur Square,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5341,{D4C75FE4-360F-474D-BE8A-E8CD88B7ACA0},2019/09/06 15:40:46+00,903,823,Belvedere/Decatur,Route 823 - Fairlee Dr.,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5342,{CABEB48A-88EF-4452-B348-A830D7EE85BF},2019/09/06 15:40:46+00,617,201,Six Flags Over Georgia,Route 201 - Six Flags Over Georgia,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5343,{00561892-36A2-4AAF-900A-54945502CE23},2019/09/06 15:40:46+00,857,201,Six Flags Over Georgia,Route 201 - H. E. Holmes Station / CC Transit,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5344,{C39392B2-FA68-4A84-8EF0-4B582523719D},2019/09/06 15:40:46+00,882,221,Memorial Drive Limited,Route 221- Memorial Drive Park Ride,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5345,{6FD2DC34-5CD7-4293-B18C-268B670A43C1},2019/09/06 15:40:46+00,895,809,Monroe Drive / Boulevard,Route 809 King Memorial Station,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5346,{7018D46A-8E90-4BC3-BC59-4D6ED094682E},2019/09/06 15:40:46+00,117,34,2nd Ave/Gresham Rd/Clifton Spgs Rd,nan,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5347,{9E3E1F7C-3247-4B5A-9CA9-D3C7933D747D},2019/09/06 15:40:46+00,179,60,Hightower Road,nan,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5348,{8F6501F8-74BB-4EBF-A106-4EE00C01C7E1},2019/09/06 15:40:46+00,89,26,Marietta Street / Perry Boulevard,nan,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5349,{F32F447A-910C-4352-BAFE-16E2B983B375},2019/09/06 15:40:46+00,885,221,Memorial Drive Limited,Route 221 Juliette Rd.,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5350,{67B98C2C-AD80-4D0E-B457-17068ADAFCAD},2019/09/06 15:40:46+00,970,BLUE,BLUE-East/West Line,BLUE WESTBOUND TO H E HOLMES STATION,"subway, metro",0101DF,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5351,{022C7A70-33A9-4ED6-9F18-BE4C388285AC},2019/09/06 15:40:46+00,178,58,West Lake Avenue / Hollywood Road,nan,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5352,{B3ADC96F-A6F0-4050-970E-93A3E7452B83},2019/09/06 15:40:46+00,68,15,Candler Road,nan,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5353,{2C621610-E9AE-4C16-812A-C232A0DF4885},2019/09/06 15:40:46+00,278,102,North Avenue / Little Five Points,nan,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5354,{F4DC7F8A-D468-43EB-A8F5-97A556AE64D2},2019/09/06 15:40:46+00,180,60,Hightower Road,nan,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5355,{8BD01DCC-98D0-4FB2-89D6-7AE317712409},2019/09/06 15:40:46+00,919,856,Baker Hills / Wilson Mill Meadows,nan,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5356,{9D0DC3FD-9410-41B0-86BF-8E775BE9FA68},2019/09/06 15:40:46+00,464,178,Empire Blvd / Southside Ind Park,Route 178 - Lakewood Station,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5357,{4165F5A1-C183-4C3F-A673-20360FBA5862},2019/09/06 15:40:46+00,129,42,Pryor Road,Route 42 - Lakewood Station,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5358,{93C7D15F-C635-4AA5-8953-1FCB9DBFE863},2019/09/06 15:40:46+00,461,165,Fairburn Road,nan,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5359,{2AE3EF0F-A8E1-4A0B-B930-5EF88679CC2C},2019/09/06 15:40:46+00,105,34,2nd Ave/Gresham Rd/Clifton Spgs Rd,nan,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5360,{18C6DE03-D9AA-4BE9-A083-5D51D7D552F2},2019/09/06 15:40:46+00,132,42,Pryor Road,Route 42- Five Points,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5361,{491B54F2-3F70-4D33-A9B3-793398D29626},2019/09/06 15:40:46+00,202,73,Fulton Industrial,nan,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5362,{65313BAC-A58B-4114-A623-B7E6649DA9A1},2019/09/06 15:40:46+00,221,74,Flat Shoals Road,Route 74 Candler Road,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5363,{FC87BAE7-9C3B-428B-82E0-33FE40F6C5BF},2019/09/06 15:40:46+00,935,867,Peyton Forest / Dixie Hills,nan,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5364,{E8224487-357E-4E9C-B260-732FE984C37E},2019/09/06 15:40:46+00,36,12,Howell Mill Road / Cumberland,nan,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5365,{5E921981-5629-4DBA-8865-B9371CB323AD},2019/09/06 15:40:46+00,907,832,Grant Park,Route 832 West End Station,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
5366,{27E25118-33FF-462B-B2C5-C3575E7924DE},2019/09/06 15:40:46+00,288,111,Snapfinger Woods,Route 111 - Indian Creek Station,bus,819FF7,MARTA,Metropolitan Atlanta Rapid Transit Authority,2019/09/04,2019/12/06
