"","traveltime.mileEvening","treated","post","dayofweek","month","numvehicles","transRoutes","WalkScore","NumBikeshare","totalschool","origin.tract","Date","dayofweek.1"
"966",1.55620077615408,FALSE,FALSE,"Monday",7,2720,6,32,0,797,31207,"2019-07-08","Monday"
"967",5.38217526671232,TRUE,FALSE,"Monday",7,2120,53,91,3,714,1201,"2019-07-08","Monday"
"970",1.56053100836386,FALSE,FALSE,"Monday",7,3110,1,47,0,845,31211,"2019-07-08","Monday"
"971",2.93508243069105,FALSE,FALSE,"Monday",7,2720,6,32,0,797,31207,"2019-07-08","Monday"
"972",1.7754569901448,FALSE,FALSE,"Monday",7,3110,1,47,0,845,31211,"2019-07-08","Monday"
"973",1.79911870577609,FALSE,FALSE,"Monday",7,2670,6,22,3,1239,30345,"2019-07-08","Monday"
"974",1.98278358769303,FALSE,FALSE,"Monday",7,2670,6,22,3,1239,30345,"2019-07-08","Monday"
"975",2.59830666517149,FALSE,FALSE,"Monday",7,2215,4,23,0,988,30344,"2019-07-08","Monday"
"976",4.25369223859968,TRUE,FALSE,"Monday",7,2395,52,90,7,748,1202,"2019-07-08","Monday"
"977",2.15809092951516,FALSE,FALSE,"Monday",7,2670,6,22,3,1239,30345,"2019-07-08","Monday"
"978",1.58011401830661,FALSE,FALSE,"Monday",7,2215,4,23,0,988,30344,"2019-07-08","Monday"
"979",2.06423379740909,FALSE,FALSE,"Monday",7,2670,6,22,3,1239,30345,"2019-07-08","Monday"
"980",1.91439571892483,FALSE,FALSE,"Monday",7,2215,4,23,0,988,30344,"2019-07-08","Monday"
"981",5.56177051453236,TRUE,FALSE,"Monday",7,765,61,84,4,1498,1001,"2019-07-08","Monday"
"982",1.5778096477946,FALSE,FALSE,"Monday",7,3110,1,47,0,845,31211,"2019-07-08","Monday"
"983",2.40519763383324,FALSE,FALSE,"Monday",7,2215,4,23,0,988,30344,"2019-07-08","Monday"
"984",4.61132285091323,TRUE,FALSE,"Monday",7,2120,53,91,3,714,1201,"2019-07-08","Monday"
"985",1.39114917868319,FALSE,FALSE,"Monday",7,3110,1,47,0,845,31211,"2019-07-08","Monday"
"986",2.61223094890916,FALSE,FALSE,"Monday",7,4140,5,26,3,1262,30339,"2019-07-08","Monday"
"987",1.48642910802821,FALSE,FALSE,"Monday",7,2670,6,22,3,1239,30345,"2019-07-08","Monday"
"988",2.47487491916876,FALSE,FALSE,"Monday",7,2215,4,23,0,988,30344,"2019-07-08","Monday"
"989",4.93268994477417,TRUE,FALSE,"Monday",7,2120,53,91,3,714,1201,"2019-07-08","Monday"
"990",4.67073801428258,TRUE,FALSE,"Monday",7,765,61,84,4,1498,1001,"2019-07-08","Monday"
"991",4.56776573672774,TRUE,FALSE,"Monday",7,2395,52,90,7,748,1202,"2019-07-08","Monday"
"992",6.59935878931527,TRUE,FALSE,"Monday",7,2120,53,91,3,714,1201,"2019-07-08","Monday"
"993",1.73077075473082,FALSE,FALSE,"Monday",7,4140,5,26,3,1262,30339,"2019-07-08","Monday"
"994",2.37579974080598,FALSE,FALSE,"Monday",7,2720,6,32,0,797,31207,"2019-07-08","Monday"
"995",2.18541357033416,FALSE,FALSE,"Monday",7,4140,5,26,3,1262,30339,"2019-07-08","Monday"
"996",1.55610863844264,FALSE,FALSE,"Monday",7,4140,5,26,3,1262,30339,"2019-07-08","Monday"
"997",1.34116994724561,FALSE,FALSE,"Monday",7,4140,5,26,3,1262,30339,"2019-07-08","Monday"
"998",2.39171794672852,FALSE,FALSE,"Monday",7,2720,6,32,0,797,31207,"2019-07-08","Monday"
"999",4.87101324123201,TRUE,FALSE,"Monday",7,2395,52,90,7,748,1202,"2019-07-08","Monday"
"1000",5.61236267472888,TRUE,FALSE,"Monday",7,2395,52,90,7,748,1202,"2019-07-08","Monday"
"1001",4.87260735160782,TRUE,FALSE,"Monday",7,2120,53,91,3,714,1201,"2019-07-08","Monday"
"1002",6.24263669259553,TRUE,FALSE,"Monday",7,2395,52,90,7,748,1202,"2019-07-08","Monday"
"1003",5.7722669195324,TRUE,FALSE,"Monday",7,765,61,84,4,1498,1001,"2019-07-08","Monday"
"1004",4.98599348372493,TRUE,FALSE,"Monday",7,2395,52,90,7,748,1202,"2019-07-08","Monday"
"1005",5.33532241167935,TRUE,FALSE,"Monday",7,2120,53,91,3,714,1201,"2019-07-08","Monday"
"1006",4.54409960088087,TRUE,FALSE,"Monday",7,765,61,84,4,1498,1001,"2019-07-08","Monday"
"1007",5.31153132653742,TRUE,FALSE,"Monday",7,765,61,84,4,1498,1001,"2019-07-08","Monday"
"1008",1.75061982829428,TRUE,FALSE,"Monday",7,765,61,84,4,1498,1001,"2019-07-08","Monday"
"1009",3.74490024974256,TRUE,FALSE,"Tuesday",7,555,39,74,7,347,400,"2019-07-09","Tuesday"
"1010",5.21643669889839,TRUE,FALSE,"Tuesday",7,2240,40,90,5,448,1100,"2019-07-09","Tuesday"
"1011",7.40430358024519,TRUE,FALSE,"Tuesday",7,555,39,74,7,347,400,"2019-07-09","Tuesday"
"1012",5.2621267477522,TRUE,FALSE,"Tuesday",7,555,39,74,7,347,400,"2019-07-09","Tuesday"
"1013",1.23387556270848,FALSE,FALSE,"Tuesday",7,3550,3,1,3,1501,30320,"2019-07-09","Tuesday"
"1014",1.28883364404323,FALSE,FALSE,"Tuesday",7,3550,3,1,3,1501,30320,"2019-07-09","Tuesday"
"1015",2.53059895971252,TRUE,FALSE,"Tuesday",7,2120,37,62,4,1474,500,"2019-07-09","Tuesday"
"1016",5.49936208396252,TRUE,FALSE,"Tuesday",7,555,39,74,7,347,400,"2019-07-09","Tuesday"
"1017",4.59205120835505,TRUE,FALSE,"Tuesday",7,2050,11,89,2,835,1300,"2019-07-09","Tuesday"
"1018",2.13606259164244,FALSE,FALSE,"Tuesday",7,3550,3,1,3,1501,30320,"2019-07-09","Tuesday"
"1019",7.24118777273165,TRUE,FALSE,"Tuesday",7,2050,11,89,2,835,1300,"2019-07-09","Tuesday"
"1020",5.75071693572584,TRUE,FALSE,"Tuesday",7,2120,37,62,4,1474,500,"2019-07-09","Tuesday"
"1021",4.41841099874209,TRUE,FALSE,"Tuesday",7,2120,37,62,4,1474,500,"2019-07-09","Tuesday"
"1022",4.94966222706721,TRUE,FALSE,"Tuesday",7,555,39,74,7,347,400,"2019-07-09","Tuesday"
"1023",6.11529970012417,TRUE,FALSE,"Tuesday",7,2050,11,89,2,835,1300,"2019-07-09","Tuesday"
"1024",5.4163308005151,TRUE,FALSE,"Tuesday",7,2240,40,90,5,448,1100,"2019-07-09","Tuesday"
"1025",1.13536617354802,FALSE,FALSE,"Tuesday",7,3550,3,1,3,1501,30320,"2019-07-09","Tuesday"
"1026",1.38648527593164,FALSE,FALSE,"Tuesday",7,3550,3,1,3,1501,30320,"2019-07-09","Tuesday"
"1027",6.30324706239938,TRUE,FALSE,"Tuesday",7,2050,11,89,2,835,1300,"2019-07-09","Tuesday"
"1028",6.56802260808391,TRUE,FALSE,"Tuesday",7,2050,11,89,2,835,1300,"2019-07-09","Tuesday"
"1029",5.49170714386376,TRUE,FALSE,"Tuesday",7,2240,40,90,5,448,1100,"2019-07-09","Tuesday"
"1030",3.76970091364814,TRUE,FALSE,"Tuesday",7,2120,37,62,4,1474,500,"2019-07-09","Tuesday"
"1031",5.22983994144731,TRUE,FALSE,"Tuesday",7,2240,40,90,5,448,1100,"2019-07-09","Tuesday"
"1032",9.79184949741613,TRUE,FALSE,"Tuesday",7,2240,40,90,5,448,1100,"2019-07-09","Tuesday"
"1033",5.03574330927707,TRUE,FALSE,"Tuesday",7,2240,40,90,5,448,1100,"2019-07-09","Tuesday"
"1034",6.46171466596104,TRUE,FALSE,"Tuesday",7,2050,11,89,2,835,1300,"2019-07-09","Tuesday"
"1035",3.80279240691903,TRUE,FALSE,"Tuesday",7,555,39,74,7,347,400,"2019-07-09","Tuesday"
"1036",4.85941821760496,TRUE,FALSE,"Tuesday",7,2120,37,62,4,1474,500,"2019-07-09","Tuesday"
"1037",4.86069388620047,TRUE,FALSE,"Tuesday",7,2120,37,62,4,1474,500,"2019-07-09","Tuesday"
"1038",1.54441137633473,FALSE,FALSE,"Tuesday",7,3110,1,47,0,845,31211,"2019-07-09","Tuesday"
"1039",2.51447291787546,FALSE,FALSE,"Tuesday",7,2215,4,23,0,988,30344,"2019-07-09","Tuesday"
"1040",2.20461776621828,FALSE,FALSE,"Tuesday",7,2720,6,32,0,797,31207,"2019-07-09","Tuesday"
"1042",1.79038511982572,FALSE,FALSE,"Tuesday",7,2670,6,22,3,1239,30345,"2019-07-09","Tuesday"
"1043",1.32575420072555,FALSE,FALSE,"Tuesday",7,4140,5,26,3,1262,30339,"2019-07-09","Tuesday"
"1044",4.87101324123201,TRUE,FALSE,"Tuesday",7,765,61,84,4,1498,1001,"2019-07-09","Tuesday"
"1045",2.91755664423621,FALSE,FALSE,"Tuesday",7,2720,6,32,0,797,31207,"2019-07-09","Tuesday"
"1046",2.09869393145511,FALSE,FALSE,"Tuesday",7,2670,6,22,3,1239,30345,"2019-07-09","Tuesday"
"1047",4.10165773113764,TRUE,FALSE,"Tuesday",7,2120,53,91,3,714,1201,"2019-07-09","Tuesday"
"1048",2.19324840974716,FALSE,FALSE,"Tuesday",7,2670,6,22,3,1239,30345,"2019-07-09","Tuesday"
"1049",2.71752350653204,FALSE,FALSE,"Tuesday",7,2720,6,32,0,797,31207,"2019-07-09","Tuesday"
"1050",2.3830053954103,FALSE,FALSE,"Tuesday",7,3110,1,47,0,845,31211,"2019-07-09","Tuesday"
"1051",1.53386677874642,FALSE,FALSE,"Tuesday",7,2215,4,23,0,988,30344,"2019-07-09","Tuesday"
"1052",1.99322369704656,FALSE,FALSE,"Tuesday",7,3110,1,47,0,845,31211,"2019-07-09","Tuesday"
"1053",2.08151638922578,FALSE,FALSE,"Tuesday",7,2215,4,23,0,988,30344,"2019-07-09","Tuesday"
"1054",6.60016177651712,TRUE,FALSE,"Tuesday",7,765,61,84,4,1498,1001,"2019-07-09","Tuesday"
"1055",2.8327439510898,FALSE,FALSE,"Tuesday",7,4140,5,26,3,1262,30339,"2019-07-09","Tuesday"
"1056",2.133374746252,FALSE,FALSE,"Tuesday",7,2670,6,22,3,1239,30345,"2019-07-09","Tuesday"
"1057",4.86445525911457,TRUE,FALSE,"Tuesday",7,765,61,84,4,1498,1001,"2019-07-09","Tuesday"
"1058",4.85682770526679,TRUE,FALSE,"Tuesday",7,2395,52,90,7,748,1202,"2019-07-09","Tuesday"
"1059",6.18844888236699,TRUE,FALSE,"Tuesday",7,765,61,84,4,1498,1001,"2019-07-09","Tuesday"
"1060",4.80424407187169,TRUE,FALSE,"Tuesday",7,2395,52,90,7,748,1202,"2019-07-09","Tuesday"
"1061",1.89048534019293,FALSE,FALSE,"Tuesday",7,2215,4,23,0,988,30344,"2019-07-09","Tuesday"
"1062",3.36513113848461,FALSE,FALSE,"Tuesday",7,2720,6,32,0,797,31207,"2019-07-09","Tuesday"
"1063",2.69879366327205,FALSE,FALSE,"Tuesday",7,2720,6,32,0,797,31207,"2019-07-09","Tuesday"
"1064",2.03960759349059,FALSE,FALSE,"Tuesday",7,3110,1,47,0,845,31211,"2019-07-09","Tuesday"
"1065",1.75186287731896,FALSE,FALSE,"Tuesday",7,2670,6,22,3,1239,30345,"2019-07-09","Tuesday"
"1066",4.87672272722479,TRUE,FALSE,"Tuesday",7,2120,53,91,3,714,1201,"2019-07-09","Tuesday"
"1067",2.23439667106643,FALSE,FALSE,"Tuesday",7,4140,5,26,3,1262,30339,"2019-07-09","Tuesday"
"1068",6.53990510652865,TRUE,FALSE,"Tuesday",7,2395,52,90,7,748,1202,"2019-07-09","Tuesday"
"1069",1.79315985258188,FALSE,FALSE,"Tuesday",7,4140,5,26,3,1262,30339,"2019-07-09","Tuesday"
"1070",1.50591158558965,FALSE,FALSE,"Tuesday",7,4140,5,26,3,1262,30339,"2019-07-09","Tuesday"
"1071",5.53702894755131,TRUE,FALSE,"Tuesday",7,2395,52,90,7,748,1202,"2019-07-09","Tuesday"
"1072",6.36154405816877,TRUE,FALSE,"Tuesday",7,2120,53,91,3,714,1201,"2019-07-09","Tuesday"
"1073",4.69496994743565,TRUE,FALSE,"Tuesday",7,2120,53,91,3,714,1201,"2019-07-09","Tuesday"
"1074",2.44841136683544,FALSE,FALSE,"Tuesday",7,2215,4,23,0,988,30344,"2019-07-09","Tuesday"
"1075",4.89643428242253,TRUE,FALSE,"Tuesday",7,2120,53,91,3,714,1201,"2019-07-09","Tuesday"
"1076",1.87194991540378,TRUE,FALSE,"Tuesday",7,765,61,84,4,1498,1001,"2019-07-09","Tuesday"
"1077",5.23061824561827,TRUE,FALSE,"Tuesday",7,2395,52,90,7,748,1202,"2019-07-09","Tuesday"
"1078",6.34719390354957,TRUE,FALSE,"Tuesday",7,2120,53,91,3,714,1201,"2019-07-09","Tuesday"
"1079",5.61137583690647,TRUE,FALSE,"Tuesday",7,765,61,84,4,1498,1001,"2019-07-09","Tuesday"
"1080",5.07122414156638,TRUE,FALSE,"Tuesday",7,2395,52,90,7,748,1202,"2019-07-09","Tuesday"
"1081",8.05002772968517,TRUE,FALSE,"Wednesday",7,555,39,74,7,347,400,"2019-07-10","Wednesday"
"1082",5.69246134062296,TRUE,FALSE,"Wednesday",7,2240,40,90,5,448,1100,"2019-07-10","Wednesday"
"1083",6.06436503779429,TRUE,FALSE,"Wednesday",7,555,39,74,7,347,400,"2019-07-10","Wednesday"
"1084",4.16651153613742,TRUE,FALSE,"Wednesday",7,555,39,74,7,347,400,"2019-07-10","Wednesday"
"1085",1.3138027246653,FALSE,FALSE,"Wednesday",7,3550,3,1,3,1501,30320,"2019-07-10","Wednesday"
"1086",2.72126052517031,TRUE,FALSE,"Wednesday",7,2120,37,62,4,1474,500,"2019-07-10","Wednesday"
"1087",6.53490560877937,TRUE,FALSE,"Wednesday",7,2120,37,62,4,1474,500,"2019-07-10","Wednesday"
"1088",2.40810829906861,FALSE,FALSE,"Wednesday",7,3550,3,1,3,1501,30320,"2019-07-10","Wednesday"
"1089",5.88266372724037,TRUE,FALSE,"Wednesday",7,2050,11,89,2,835,1300,"2019-07-10","Wednesday"
"1090",6.15403893821966,TRUE,FALSE,"Wednesday",7,2240,40,90,5,448,1100,"2019-07-10","Wednesday"
"1091",6.240149930136,TRUE,FALSE,"Wednesday",7,2240,40,90,5,448,1100,"2019-07-10","Wednesday"
"1092",5.27593977911396,TRUE,FALSE,"Wednesday",7,2120,37,62,4,1474,500,"2019-07-10","Wednesday"
"1093",1.7184448587243,FALSE,FALSE,"Wednesday",7,3550,3,1,3,1501,30320,"2019-07-10","Wednesday"
"1094",6.77526684365508,TRUE,FALSE,"Wednesday",7,2050,11,89,2,835,1300,"2019-07-10","Wednesday"
"1095",6.48262002384681,TRUE,FALSE,"Wednesday",7,555,39,74,7,347,400,"2019-07-10","Wednesday"
"1096",1.47513522963571,FALSE,FALSE,"Wednesday",7,3550,3,1,3,1501,30320,"2019-07-10","Wednesday"
"1097",5.72439196695599,TRUE,FALSE,"Wednesday",7,555,39,74,7,347,400,"2019-07-10","Wednesday"
"1098",5.77437706875836,TRUE,FALSE,"Wednesday",7,2050,11,89,2,835,1300,"2019-07-10","Wednesday"
"1099",1.38864016610873,FALSE,FALSE,"Wednesday",7,3550,3,1,3,1501,30320,"2019-07-10","Wednesday"
"1100",4.78936590871406,TRUE,FALSE,"Wednesday",7,2050,11,89,2,835,1300,"2019-07-10","Wednesday"
"1101",6.15849504571368,TRUE,FALSE,"Wednesday",7,2050,11,89,2,835,1300,"2019-07-10","Wednesday"
"1102",6.10419715516572,TRUE,FALSE,"Wednesday",7,2050,11,89,2,835,1300,"2019-07-10","Wednesday"
"1103",9.87018429339546,TRUE,FALSE,"Wednesday",7,2240,40,90,5,448,1100,"2019-07-10","Wednesday"
"1104",4.94115258169186,TRUE,FALSE,"Wednesday",7,2120,37,62,4,1474,500,"2019-07-10","Wednesday"
"1105",3.72009958583698,TRUE,FALSE,"Wednesday",7,2120,37,62,4,1474,500,"2019-07-10","Wednesday"
"1106",5.59932874145642,TRUE,FALSE,"Wednesday",7,2120,37,62,4,1474,500,"2019-07-10","Wednesday"
"1107",5.18399530943207,TRUE,FALSE,"Wednesday",7,555,39,74,7,347,400,"2019-07-10","Wednesday"
"1108",5.63831088474612,TRUE,FALSE,"Wednesday",7,2240,40,90,5,448,1100,"2019-07-10","Wednesday"
"1109",6.19007452632042,TRUE,FALSE,"Wednesday",7,2240,40,90,5,448,1100,"2019-07-10","Wednesday"
"1110",2.133374746252,FALSE,FALSE,"Wednesday",7,2670,6,22,3,1239,30345,"2019-07-10","Wednesday"
"1111",1.47463205161529,FALSE,FALSE,"Wednesday",7,2670,6,22,3,1239,30345,"2019-07-10","Wednesday"
"1112",1.58670408753805,FALSE,FALSE,"Wednesday",7,3110,1,47,0,845,31211,"2019-07-10","Wednesday"
"1113",1.65938133057018,FALSE,FALSE,"Wednesday",7,2670,6,22,3,1239,30345,"2019-07-10","Wednesday"
"1114",1.45009617777994,FALSE,FALSE,"Wednesday",7,3110,1,47,0,845,31211,"2019-07-10","Wednesday"
"1116",2.87085490623576,FALSE,FALSE,"Wednesday",7,2215,4,23,0,988,30344,"2019-07-10","Wednesday"
"1117",1.74483117326367,FALSE,FALSE,"Wednesday",7,2720,6,32,0,797,31207,"2019-07-10","Wednesday"
"1118",3.01225491624783,FALSE,FALSE,"Wednesday",7,2720,6,32,0,797,31207,"2019-07-10","Wednesday"
"1119",5.5226031165427,TRUE,FALSE,"Wednesday",7,765,61,84,4,1498,1001,"2019-07-10","Wednesday"
"1120",2.04997027916889,FALSE,FALSE,"Wednesday",7,4140,5,26,3,1262,30339,"2019-07-10","Wednesday"
"1121",1.34887782050564,FALSE,FALSE,"Wednesday",7,4140,5,26,3,1262,30339,"2019-07-10","Wednesday"
"1122",2.96436644396637,FALSE,FALSE,"Wednesday",7,2215,4,23,0,988,30344,"2019-07-10","Wednesday"
"1123",2.61223094890916,FALSE,FALSE,"Wednesday",7,2720,6,32,0,797,31207,"2019-07-10","Wednesday"
"1124",1.89613682196793,FALSE,FALSE,"Wednesday",7,2215,4,23,0,988,30344,"2019-07-10","Wednesday"
"1125",5.16208631528542,TRUE,FALSE,"Wednesday",7,2120,53,91,3,714,1201,"2019-07-10","Wednesday"
"1126",5.03447006140759,TRUE,FALSE,"Wednesday",7,765,61,84,4,1498,1001,"2019-07-10","Wednesday"
"1127",4.69810784561755,TRUE,FALSE,"Wednesday",7,2395,52,90,7,748,1202,"2019-07-10","Wednesday"
"1128",2.23728692692856,FALSE,FALSE,"Wednesday",7,2670,6,22,3,1239,30345,"2019-07-10","Wednesday"
"1129",6.89662720324839,TRUE,FALSE,"Wednesday",7,2395,52,90,7,748,1202,"2019-07-10","Wednesday"
"1130",2.03198014432457,FALSE,FALSE,"Wednesday",7,2670,6,22,3,1239,30345,"2019-07-10","Wednesday"
"1131",2.97808730147041,FALSE,FALSE,"Wednesday",7,2720,6,32,0,797,31207,"2019-07-10","Wednesday"
"1132",6.83013257012399,TRUE,FALSE,"Wednesday",7,765,61,84,4,1498,1001,"2019-07-10","Wednesday"
"1133",4.94115258169186,TRUE,FALSE,"Wednesday",7,2395,52,90,7,748,1202,"2019-07-10","Wednesday"
"1134",1.58181097665973,FALSE,FALSE,"Wednesday",7,3110,1,47,0,845,31211,"2019-07-10","Wednesday"
"1135",5.27482254169212,TRUE,FALSE,"Wednesday",7,2120,53,91,3,714,1201,"2019-07-10","Wednesday"
"1136",5.68769640190645,TRUE,FALSE,"Wednesday",7,2395,52,90,7,748,1202,"2019-07-10","Wednesday"
"1137",3.56213311214886,FALSE,FALSE,"Wednesday",7,4140,5,26,3,1262,30339,"2019-07-10","Wednesday"
"1138",1.45754976610294,FALSE,FALSE,"Wednesday",7,3110,1,47,0,845,31211,"2019-07-10","Wednesday"
"1139",4.47702076945058,TRUE,FALSE,"Wednesday",7,765,61,84,4,1498,1001,"2019-07-10","Wednesday"
"1140",5.96833358734581,TRUE,FALSE,"Wednesday",7,765,61,84,4,1498,1001,"2019-07-10","Wednesday"
"1141",2.15329281644046,FALSE,FALSE,"Wednesday",7,2720,6,32,0,797,31207,"2019-07-10","Wednesday"
"1142",5.23001131382844,TRUE,FALSE,"Wednesday",7,2120,53,91,3,714,1201,"2019-07-10","Wednesday"
"1143",2.21759221839425,FALSE,FALSE,"Wednesday",7,2215,4,23,0,988,30344,"2019-07-10","Wednesday"
"1144",1.61885495450887,FALSE,FALSE,"Wednesday",7,4140,5,26,3,1262,30339,"2019-07-10","Wednesday"
"1145",5.43345443739255,TRUE,FALSE,"Wednesday",7,2395,52,90,7,748,1202,"2019-07-10","Wednesday"
"1146",6.53990510652865,TRUE,FALSE,"Wednesday",7,2120,53,91,3,714,1201,"2019-07-10","Wednesday"
"1147",1.98617358671396,FALSE,FALSE,"Wednesday",7,4140,5,26,3,1262,30339,"2019-07-10","Wednesday"
"1148",2.34765369741835,FALSE,FALSE,"Wednesday",7,2215,4,23,0,988,30344,"2019-07-10","Wednesday"
"1149",5.2960009736885,TRUE,FALSE,"Wednesday",7,2395,52,90,7,748,1202,"2019-07-10","Wednesday"
"1150",6.27820266546751,TRUE,FALSE,"Wednesday",7,2120,53,91,3,714,1201,"2019-07-10","Wednesday"
"1151",1.90661565457793,TRUE,FALSE,"Wednesday",7,765,61,84,4,1498,1001,"2019-07-10","Wednesday"
"1152",4.54639494909908,TRUE,FALSE,"Wednesday",7,2120,53,91,3,714,1201,"2019-07-10","Wednesday"
"1153",3.72009958583698,TRUE,FALSE,"Thursday",7,555,39,74,7,347,400,"2019-07-11","Thursday"
"1154",5.17676797875467,TRUE,FALSE,"Thursday",7,2240,40,90,5,448,1100,"2019-07-11","Thursday"
"1155",2.65192904682202,TRUE,FALSE,"Thursday",7,2120,37,62,4,1474,500,"2019-07-11","Thursday"
"1156",4.28711030780022,TRUE,FALSE,"Thursday",7,2050,11,89,2,835,1300,"2019-07-11","Thursday"
"1157",2.90182087921238,FALSE,FALSE,"Thursday",7,3550,3,1,3,1501,30320,"2019-07-11","Thursday"
"1158",1.20390287697467,FALSE,FALSE,"Thursday",7,3550,3,1,3,1501,30320,"2019-07-11","Thursday"
"1159",7.42582771855985,TRUE,FALSE,"Thursday",7,555,39,74,7,347,400,"2019-07-11","Thursday"
"1160",5.76303012908402,TRUE,FALSE,"Thursday",7,555,39,74,7,347,400,"2019-07-11","Thursday"
"1161",5.44219952619239,TRUE,FALSE,"Thursday",7,555,39,74,7,347,400,"2019-07-11","Thursday"
"1162",5.28926994078194,TRUE,FALSE,"Thursday",7,2240,40,90,5,448,1100,"2019-07-11","Thursday"
"1163",5.64929126505338,TRUE,FALSE,"Thursday",7,2240,40,90,5,448,1100,"2019-07-11","Thursday"
"1164",6.0825600674864,TRUE,FALSE,"Thursday",7,2050,11,89,2,835,1300,"2019-07-11","Thursday"
"1165",3.64569759412024,TRUE,FALSE,"Thursday",7,2120,37,62,4,1474,500,"2019-07-11","Thursday"
"1166",4.51798082406586,TRUE,FALSE,"Thursday",7,2120,37,62,4,1474,500,"2019-07-11","Thursday"
"1167",1.69353986077177,FALSE,FALSE,"Thursday",7,3550,3,1,3,1501,30320,"2019-07-11","Thursday"
"1168",6.48406626298223,TRUE,FALSE,"Thursday",7,2050,11,89,2,835,1300,"2019-07-11","Thursday"
"1169",6.48262636390914,TRUE,FALSE,"Thursday",7,2120,37,62,4,1474,500,"2019-07-11","Thursday"
"1170",1.41484092395984,FALSE,FALSE,"Thursday",7,3550,3,1,3,1501,30320,"2019-07-11","Thursday"
"1171",5.23627105897025,TRUE,FALSE,"Thursday",7,2120,37,62,4,1474,500,"2019-07-11","Thursday"
"1172",5.81699239767909,TRUE,FALSE,"Thursday",7,2050,11,89,2,835,1300,"2019-07-11","Thursday"
"1173",9.7135147014368,TRUE,FALSE,"Thursday",7,2240,40,90,5,448,1100,"2019-07-11","Thursday"
"1174",5.80914686316224,TRUE,FALSE,"Thursday",7,2240,40,90,5,448,1100,"2019-07-11","Thursday"
"1175",1.07089144074515,FALSE,FALSE,"Thursday",7,3550,3,1,3,1501,30320,"2019-07-11","Thursday"
"1176",5.25094601480173,TRUE,FALSE,"Thursday",7,555,39,74,7,347,400,"2019-07-11","Thursday"
"1177",6.03784718608783,TRUE,FALSE,"Thursday",7,2050,11,89,2,835,1300,"2019-07-11","Thursday"
"1178",4.44854960809396,TRUE,FALSE,"Thursday",7,555,39,74,7,347,400,"2019-07-11","Thursday"
"1179",5.46614872032639,TRUE,FALSE,"Thursday",7,2240,40,90,5,448,1100,"2019-07-11","Thursday"
"1180",6.45125881698699,TRUE,FALSE,"Thursday",7,2050,11,89,2,835,1300,"2019-07-11","Thursday"
"1181",4.96791507486665,TRUE,FALSE,"Thursday",7,2120,37,62,4,1474,500,"2019-07-11","Thursday"
"1182",1.79198877254106,FALSE,FALSE,"Thursday",7,2720,6,32,0,797,31207,"2019-07-11","Thursday"
"1184",2.27141664159772,FALSE,FALSE,"Thursday",7,2670,6,22,3,1239,30345,"2019-07-11","Thursday"
"1185",2.63326691399556,FALSE,FALSE,"Thursday",7,2215,4,23,0,988,30344,"2019-07-11","Thursday"
"1186",1.26409121464529,FALSE,FALSE,"Thursday",7,4140,5,26,3,1262,30339,"2019-07-11","Thursday"
"1188",2.11849293080846,FALSE,FALSE,"Thursday",7,2670,6,22,3,1239,30345,"2019-07-11","Thursday"
"1189",1.48053057982175,FALSE,FALSE,"Thursday",7,2670,6,22,3,1239,30345,"2019-07-11","Thursday"
"1190",4.3817709420446,TRUE,FALSE,"Thursday",7,2120,53,91,3,714,1201,"2019-07-11","Thursday"
"1191",1.89342755427403,FALSE,FALSE,"Thursday",7,3110,1,47,0,845,31211,"2019-07-11","Thursday"
"1192",6.26678367834632,TRUE,FALSE,"Thursday",7,765,61,84,4,1498,1001,"2019-07-11","Thursday"
"1193",1.938856080982,FALSE,FALSE,"Thursday",7,2670,6,22,3,1239,30345,"2019-07-11","Thursday"
"1194",1.76623736855728,FALSE,FALSE,"Thursday",7,3110,1,47,0,845,31211,"2019-07-11","Thursday"
"1195",4.7933397614071,TRUE,FALSE,"Thursday",7,2395,52,90,7,748,1202,"2019-07-11","Thursday"
"1196",6.83717352046177,TRUE,FALSE,"Thursday",7,2395,52,90,7,748,1202,"2019-07-11","Thursday"
"1197",2.78185633520196,FALSE,FALSE,"Thursday",7,4140,5,26,3,1262,30339,"2019-07-11","Thursday"
"1198",1.69530414090437,FALSE,FALSE,"Thursday",7,4140,5,26,3,1262,30339,"2019-07-11","Thursday"
"1199",4.87101324123201,TRUE,FALSE,"Thursday",7,765,61,84,4,1498,1001,"2019-07-11","Thursday"
"1200",2.84907268913234,FALSE,FALSE,"Thursday",7,2720,6,32,0,797,31207,"2019-07-11","Thursday"
"1201",1.63872657488953,FALSE,FALSE,"Thursday",7,3110,1,47,0,845,31211,"2019-07-11","Thursday"
"1202",1.71114786372716,FALSE,FALSE,"Thursday",7,2215,4,23,0,988,30344,"2019-07-11","Thursday"
"1203",2.51578494059233,FALSE,FALSE,"Thursday",7,2670,6,22,3,1239,30345,"2019-07-11","Thursday"
"1204",2.44039852529919,FALSE,FALSE,"Thursday",7,2215,4,23,0,988,30344,"2019-07-11","Thursday"
"1205",5.98903131061672,TRUE,FALSE,"Thursday",7,2395,52,90,7,748,1202,"2019-07-11","Thursday"
"1206",4.49137645857249,TRUE,FALSE,"Thursday",7,2120,53,91,3,714,1201,"2019-07-11","Thursday"
"1207",1.6932591342186,FALSE,FALSE,"Thursday",7,2215,4,23,0,988,30344,"2019-07-11","Thursday"
