Date,weather.station,Station,lat,long,tract,Parking.plain,Parking,WalkScore,TransScore,TransRoutes,NumBikeshare,post,DoW,origin.tract,destination.tract,origin,destination,treatment,dest.long,dest.lat,distance,Vehicles,school.population,K12,College,event,Travel.Time.per.Mile..Minutes.Mile.,Mon,Wed,Thur,Fri,Sat,Sun,month,June,Aug,Sept,Precip,dayofweek,festival
7/18/19,FULTON CO-BROWN FLD ARPT,West Lake,33.75287,-84.4445275,40,free,1,33,9.1,7,0,0,Thursday,40,84,40,84,1,-84.4355748,33.7618564,0.807129001,680,496,362,115,0,4.17116305,0,0,1,0,0,0,7,0,0,0,0,Thursday,0
7/18/19,FULTON CO-BROWN FLD ARPT,Five Points,33.753826,-84.391571,35,none,0,96,9.8,56,4,0,Thursday,35,19,35,19,1,-84.3872629,33.7661963,0.890805976,460,374,9,365,0,2.507092895,0,0,1,0,0,0,7,0,0,0,0,Thursday,0
7/18/19,FULTON CO-BROWN FLD ARPT,Civic Center   ,33.766305,-84.387209,19,none,0,86,9.7,74,6,0,Thursday,19,28,19,28,1,-84.379399,33.758087,0.724454321,1055,3135,97,3038,0,2.553646168,0,0,1,0,0,0,7,0,0,0,0,Thursday,0
7/18/19,FULTON CO-BROWN FLD ARPT,Civic Center   ,33.766305,-84.387209,19,none,0,86,9.7,74,6,0,Thursday,19,119,19,119,1,-84.382691,33.7539369,0.894092433,1055,3135,97,3038,0,3.243512518,0,0,1,0,0,0,7,0,0,0,0,Thursday,0
7/18/19,FULTON CO-BROWN FLD ARPT,North Avenue   ,33.771747,-84.38658,12.02,none,0,81,9.6,52,7,0,Thursday,1202,13,12.02,13,1,-84.3715699,33.7761933,0.916202244,2395,748,69,664,0,4.347657253,0,0,1,0,0,0,7,0,0,0,0,Thursday,0
7/18/19,FULTON CO-BROWN FLD ARPT,Ashby,33.756417,-84.4174518,25,free,1,66,9.3,9,1,0,Thursday,25,24,25,24,1,-84.4248089,33.7586698,0.450877979,605,609,296,289,0,5.249018091,0,0,1,0,0,0,7,0,0,0,0,Thursday,0
7/18/19,FULTON CO-BROWN FLD ARPT,Five Points,33.753826,-84.391571,35,none,0,96,9.8,56,4,0,Thursday,35,36,35,36,1,-84.4029204,33.7518752,0.666522279,460,374,9,365,0,5.151115637,0,0,1,0,0,0,7,0,0,0,0,Thursday,0
7/18/19,FULTON CO-BROWN FLD ARPT,Civic Center   ,33.766305,-84.387209,19,none,0,86,9.7,74,6,0,Thursday,19,1002,19,10.02,1,-84.3995394,33.7763249,0.991476734,1055,3135,97,3038,0,4.219295513,0,0,1,0,0,0,7,0,0,0,0,Thursday,0
7/18/19,FULTON CO-BROWN FLD ARPT,King Memorial,33.7502611,-84.3758206,119,none,0,91,9.7,54,11,0,Thursday,119,48,119,48,1,-84.3839375,33.7443312,0.621440121,1040,1134,107,1026,0,7.938549779,0,0,1,0,0,0,7,0,0,0,0,Thursday,0
7/18/19,FULTON CO-BROWN FLD ARPT,Midtown   ,33.780868,-84.386798,12.02,none,0,92,9.6,52,7,0,Thursday,1202,5,12.02,5,1,-84.3854516,33.7961417,1.059324074,2395,748,69,664,0,5.899988637,0,0,1,0,0,0,7,0,0,0,0,Thursday,0
7/18/19,FULTON CO-BROWN FLD ARPT,H.E. Holmes,33.754489,-84.4692986,81.02,free,1,43,9.1,14,0,0,Thursday,8102,8302,81.02,83.02,1,-84.452286,33.7573898,0.998746768,1640,1736,1564,172,0,4.47227146,0,0,1,0,0,0,7,0,0,0,0,Thursday,0
7/18/19,FULTON CO-BROWN FLD ARPT,Ashby,33.756417,-84.4174518,25,free,1,66,9.3,9,1,0,Thursday,25,43,25,43,1,-84.4091076,33.745362,0.902796026,605,609,296,289,0,6.867553493,0,0,1,0,0,0,7,0,0,0,0,Thursday,0
7/18/19,FULTON CO-BROWN FLD ARPT,Ashby,33.756417,-84.4174518,25,free,1,66,9.3,9,1,0,Thursday,25,39,25,39,1,-84.4220948,33.7500627,0.514285765,605,609,296,289,0,8.231480663,0,0,1,0,0,0,7,0,0,0,0,Thursday,0
7/18/19,FULTON CO-BROWN FLD ARPT,Five Points,33.753826,-84.391571,35,none,0,96,9.8,56,4,0,Thursday,35,48,35,48,1,-84.3839375,33.7443312,0.789991202,460,374,9,365,0,4.240553555,0,0,1,0,0,0,7,0,0,0,0,Thursday,0
7/18/19,FULTON CO-BROWN FLD ARPT,Civic Center   ,33.766305,-84.387209,19,none,0,86,9.7,74,6,0,Thursday,19,35,19,35,1,-84.3916061,33.7508367,1.09942774,1055,3135,97,3038,0,3.62309699,0,0,1,0,0,0,7,0,0,0,0,Thursday,0
7/18/19,FULTON CO-BROWN FLD ARPT,King Memorial,33.7502611,-84.3758206,119,none,0,91,9.7,54,11,0,Thursday,119,49,119,49,1,-84.3794479,33.7409122,0.679491043,1040,1134,107,1026,0,8.167878086,0,0,1,0,0,0,7,0,0,0,0,Thursday,0
7/18/19,FULTON CO-BROWN FLD ARPT,Civic Center   ,33.766305,-84.387209,19,none,0,86,9.7,74,6,0,Thursday,19,1202,19,12.02,1,-84.3851557,33.776784,0.734391911,1055,3135,97,3038,0,3.699205594,0,0,1,0,0,0,7,0,0,0,0,Thursday,0
7/18/19,FULTON CO-BROWN FLD ARPT,Garnett   ,33.747845,-84.396415,35,none,0,79,9.8,56,4,0,Thursday,35,43,35,43,1,-84.4091076,33.745362,0.749954336,460,374,9,365,0,5.400328798,0,0,1,0,0,0,7,0,0,0,0,Thursday,0
7/18/19,FULTON CO-BROWN FLD ARPT,West End   ,33.7360753,-84.4133953,42,free,1,86,9.5,14,2,0,Thursday,42,43,42,43,1,-84.4091076,33.745362,0.68808487,520,487,335,127,0,3.584829102,0,0,1,0,0,0,7,0,0,0,0,Thursday,0
7/18/19,FULTON CO-BROWN FLD ARPT,Garnett   ,33.747845,-84.396415,35,none,0,79,9.8,56,4,0,Thursday,35,49,35,49,1,-84.3794479,33.7409122,1.087355927,460,374,9,365,0,3.755286775,0,0,1,0,0,0,7,0,0,0,0,Thursday,0
7/18/19,FULTON CO-BROWN FLD ARPT,Ashby,33.756417,-84.4174518,25,free,1,66,9.3,9,1,0,Thursday,25,38,25,38,1,-84.412023,33.7508286,0.496892337,605,609,296,289,0,6.607735896,0,0,1,0,0,0,7,0,0,0,0,Thursday,0
7/18/19,FULTON CO-BROWN FLD ARPT,King Memorial,33.7502611,-84.3758206,119,none,0,91,9.7,54,11,0,Thursday,119,35,119,35,1,-84.3916061,33.7508367,0.908743598,1040,1134,107,1026,0,1.65063061,0,0,1,0,0,0,7,0,0,0,0,Thursday,0
7/18/19,FULTON CO-BROWN FLD ARPT,H.E. Holmes,33.754489,-84.4692986,81.02,free,1,43,9.1,14,0,0,Thursday,8102,8301,81.02,83.01,1,-84.4588616,33.7642262,0.902154503,1640,1736,1564,172,0,1.644212082,0,0,1,0,0,0,7,0,0,0,0,Thursday,0
7/18/19,HARTSFIELD-JACKSON ATLANTA INTL AP,College Park   ,33.6522646,-84.4490773,123,free,1,61,9.1,11,0,0,Thursday,123,10601,123,106.01,0,-84.4572757,33.6610333,0.768569885,1070,742,599,143,0,4.185262431,0,0,1,0,0,0,7,0,0,0,0,Thursday,0
7/18/19,HARTSFIELD-JACKSON ATLANTA INTL AP,Oakland City   ,33.71766,-84.42626,66.02,free,1,43,9.4,8,0,0,Thursday,6602,61,66.02,61,1,-84.4370324,33.7277552,0.933652296,185,381,294,67,0,5.158951237,0,0,1,0,0,0,7,0,0,0,0,Thursday,0
7/18/19,HARTSFIELD-JACKSON ATLANTA INTL AP,Oakland City   ,33.71766,-84.42626,66.02,free,1,43,9.4,8,0,0,Thursday,6602,62,66.02,62,1,-84.4217305,33.728483,0.792691607,185,381,294,67,0,3.322014904,0,0,1,0,0,0,7,0,0,0,0,Thursday,0
7/18/19,HARTSFIELD-JACKSON ATLANTA INTL AP,Oakland City   ,33.71766,-84.42626,66.02,free,1,43,9.4,8,0,0,Thursday,6602,65,66.02,65,1,-84.4101267,33.7141012,0.960334946,185,381,294,67,0,2.707388721,0,0,1,0,0,0,7,0,0,0,0,Thursday,0
7/18/19,HARTSFIELD-JACKSON ATLANTA INTL AP,Lakewood   ,33.7008573,-84.4297611,76.03,free,1,28,8.4,5,0,0,Thursday,7603,6601,76.03,66.01,1,-84.4224014,33.7115423,0.851822872,520,1202,859,305,0,4.284928384,0,0,1,0,0,0,7,0,0,0,0,Thursday,0
7/18/19,HARTSFIELD-JACKSON ATLANTA INTL AP,Lakewood   ,33.7008573,-84.4297611,76.03,free,1,28,8.4,5,0,0,Thursday,7603,111,76.03,111,1,-84.427146,33.6880797,0.896557705,520,1202,859,305,0,3.178824948,0,0,1,0,0,0,7,0,0,0,0,Thursday,0
7/18/19,HARTSFIELD-JACKSON ATLANTA INTL AP,East Point   ,33.6771551,-84.4405145,123,free,1,58,9.1,11,0,0,Thursday,123,111,123,111,0,-84.427146,33.6880797,1.078476067,1070,742,599,143,0,3.894384057,0,0,1,0,0,0,7,0,0,0,0,Thursday,0
7/18/19,HARTSFIELD-JACKSON ATLANTA INTL AP,East Point   ,33.6771551,-84.4405145,123,free,1,58,9.1,11,0,0,Thursday,123,11202,123,112.02,0,-84.4503094,33.6771979,0.563823131,1070,742,599,143,0,6.473661329,0,0,1,0,0,0,7,0,0,0,0,Thursday,0
7/18/19,HARTSFIELD-JACKSON ATLANTA INTL AP,Oakland City   ,33.71766,-84.42626,66.02,free,1,43,9.4,8,0,0,Thursday,6602,6601,66.02,66.01,1,-84.4224014,33.7115423,0.477868916,185,381,294,67,0,3.975985748,0,0,1,0,0,0,7,0,0,0,0,Thursday,0
7/18/19,HARTSFIELD-JACKSON ATLANTA INTL AP,East Point   ,33.6771551,-84.4405145,123,free,1,58,9.1,11,0,0,Thursday,123,110,123,110,0,-84.4269481,33.6741961,0.807301377,1070,742,599,143,0,5.821865458,0,0,1,0,0,0,7,0,0,0,0,Thursday,0
7/18/19,HARTSFIELD-JACKSON ATLANTA INTL AP,Lakewood   ,33.7008573,-84.4297611,76.03,free,1,28,8.4,5,0,0,Thursday,7603,11201,76.03,112.01,1,-84.4437913,33.6939153,0.939414822,520,1202,859,305,0,1.685446403,0,0,1,0,0,0,7,0,0,0,0,Thursday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Candler Park ,33.7623471,-84.3410014,204,free,1,70,9.1,10,2,0,Friday,204,16,204,16,1,-84.3557938,33.7676383,0.926009204,2305,677,468,128,0,3.221710238,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Inman Park/Reynoldstown,33.7577651,-84.3536191,30,free,1,78,9,13,5,0,Friday,30,31,30,31,1,-84.3530446,33.7520808,0.394572743,480,625,329,244,0,7.349722083,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Chamblee  ,33.8879223,-84.3049086,212.04,free,1,63,8.6,9,0,0,Friday,21204,21208,212.04,212.08,0,-84.3036535,33.9012348,0.923650452,525,720,689,10,0,3.157760232,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Candler Park ,33.7623471,-84.3410014,204,free,1,70,9.1,10,2,0,Friday,204,203,204,203,1,-84.3300628,33.76617,0.682333634,2305,677,468,128,0,4.494380042,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Indian Creek,33.7696029,-84.2282,231.11,free,1,14,9,7,0,0,Friday,23111,23115,231.11,231.15,0,-84.2414147,33.7738177,0.81384035,730,559,449,93,0,6.287064365,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Kensington,33.7719453,-84.2510786,231.13,free,1,39,9,11,0,0,Friday,23113,230,231.13,230,0,-84.2684881,33.7708628,1.003824971,985,645,356,176,0,2.374251889,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Avondale,33.7756856,-84.2817456,226,free,1,68,9,10,0,0,Friday,226,228,226,228,0,-84.289345,33.7630876,0.974833745,2015,1666,1202,255,0,3.624549676,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Decatur ,33.7746118,-84.29751,225,none,0,95,8.6,8,0,0,Friday,225,228,225,228,0,-84.289345,33.7630876,0.925122286,1810,2264,1544,434,0,6.035238174,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Arts Center   ,33.78885,-84.386841,4,limited,1,87,9.2,39,7,0,Friday,4,1201,4,12.01,1,-84.380305,33.7763742,0.941221768,1655,347,169,178,0,5.028924633,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Inman Park/Reynoldstown,33.7577651,-84.3536191,30,free,1,78,9,13,5,0,Friday,30,16,30,16,1,-84.3557938,33.7676383,0.694291561,480,625,329,244,0,3.312729306,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Kensington,33.7719453,-84.2510786,231.13,free,1,39,9,11,0,0,Friday,23113,23112,231.13,231.12,0,-84.2386721,33.7648909,0.86430452,985,645,356,176,0,2.680382448,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Indian Creek,33.7696029,-84.2282,231.11,free,1,14,9,7,0,0,Friday,23111,23204,231.11,232.04,0,-84.21084,33.7748198,1.061398394,730,559,449,93,0,4.553740954,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Decatur ,33.7746118,-84.29751,225,none,0,95,8.6,8,0,0,Friday,225,227,225,227,0,-84.3039234,33.7604658,1.04567652,1810,2264,1544,434,0,2.821140135,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,East Lake ,33.764698,-84.312939,208.01,free,1,57,8.4,5,1,0,Friday,20801,22403,208.01,224.03,1,-84.3212938,33.7761539,0.926660675,955,505,351,98,0,5.539604164,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Lenox  ,33.8448208,-84.3589471,94.03,free,1,68,9.1,9,0,0,Friday,9403,21415,94.03,214.15,1,-84.3448974,33.8397088,0.881228872,2340,1211,548,583,0,8.094756716,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Brookhaven  ,33.8596031,-84.3394018,214.05,free,1,74,8.1,5,0,0,Friday,21405,21102,214.05,211.02,0,-84.3404499,33.8707508,0.773440507,2665,903,535,240,0,4.697624835,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Arts Center   ,33.78885,-84.386841,4,limited,1,87,9.2,39,7,0,Friday,4,11,4,11,1,-84.3830169,33.7841633,0.391695244,1655,347,169,178,0,5.786811817,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Candler Park ,33.7623471,-84.3410014,204,free,1,70,9.1,10,2,0,Friday,204,30,204,30,1,-84.3572779,33.758758,0.96836485,2305,677,468,128,0,2.306293268,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Medical Center  ,33.9105547,-84.3516887,101.15,free,1,31,8.1,11,0,0,Friday,10115,10113,101.15,101.13,0,-84.3680404,33.9051743,1.009790266,1260,476,311,99,0,3.251500281,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Medical Center  ,33.9105547,-84.3516887,101.15,free,1,31,8.1,11,0,0,Friday,10115,10110,101.15,101.1,0,-84.3632094,33.9205399,0.956230576,1260,476,311,99,0,2.579573094,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Inman Park/Reynoldstown,33.7577651,-84.3536191,30,free,1,78,9,13,5,0,Friday,30,206,30,206,1,-84.3356822,33.7576172,1.03156918,480,625,329,244,0,5.008550823,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Inman Park/Reynoldstown,33.7577651,-84.3536191,30,free,1,78,9,13,5,0,Friday,30,204,30,204,1,-84.3443392,33.7660727,0.784212838,480,625,329,244,0,3.272921,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Arts Center   ,33.78885,-84.386841,4,limited,1,87,9.2,39,7,0,Friday,4,1202,4,12.02,1,-84.3851557,33.776784,0.84021886,1655,347,169,178,0,6.307880304,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Arts Center   ,33.78885,-84.386841,4,limited,1,87,9.2,39,7,0,Friday,4,1001,4,10.01,1,-84.3902405,33.7828223,0.460471442,1655,347,169,178,0,12.30622825,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Brookhaven  ,33.8596031,-84.3394018,214.05,free,1,74,8.1,5,0,0,Friday,21405,21413,214.05,214.13,0,-84.3234915,33.8518694,1.058973442,2665,903,535,240,0,3.934628105,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Indian Creek,33.7696029,-84.2282,231.11,free,1,14,9,7,0,0,Friday,23111,23114,231.11,231.14,0,-84.2300879,33.7808851,0.787910613,730,559,449,93,0,1.903769254,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Lindbergh Center   ,33.8236541,-84.3700046,94.02,free,1,79,9.4,9,0,0,Friday,9402,93,94.02,93,1,-84.3808773,33.8212723,0.646152672,2925,1119,195,924,0,5.003977349,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Lenox  ,33.8448208,-84.3589471,94.03,free,1,68,9.1,9,0,0,Friday,9403,9404,94.03,94.04,1,-84.351653,33.8381071,0.6255163,2340,1211,548,583,0,3.490449945,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Inman Park/Reynoldstown,33.7577651,-84.3536191,30,free,1,78,9,13,5,0,Friday,30,29,30,29,1,-84.3693491,33.7580053,0.904754173,480,625,329,244,0,4.347405575,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Candler Park ,33.7623471,-84.3410014,204,free,1,70,9.1,10,2,0,Friday,204,205,204,205,1,-84.3416194,33.7526586,0.671102085,2305,677,468,128,0,6.059684153,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Candler Park ,33.7623471,-84.3410014,204,free,1,70,9.1,10,2,0,Friday,204,31,204,31,1,-84.3530446,33.7520808,0.991945806,2305,677,468,128,0,4.502934172,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Decatur ,33.7746118,-84.29751,225,none,0,95,8.6,8,0,0,Friday,225,226,225,226,0,-84.2921187,33.7815141,0.569234159,1810,2264,1544,434,0,4.567540371,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Doraville  ,33.9026276,-84.2804662,213.01,free,1,54,7.6,15,0,0,Friday,21301,21307,213.01,213.07,0,-84.2742641,33.890991,0.880161486,1750,936,627,218,0,2.688900508,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Arts Center   ,33.78885,-84.386841,4,limited,1,87,9.2,39,7,0,Friday,4,5,4,5,1,-84.3854516,33.7961417,0.510656689,1655,347,169,178,0,5.646324418,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Indian Creek,33.7696029,-84.2282,231.11,free,1,14,9,7,0,0,Friday,23111,23112,231.11,231.12,0,-84.2386721,33.7648909,0.684714316,730,559,449,93,0,2.142012564,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Lindbergh Center   ,33.8236541,-84.3700046,94.02,free,1,79,9.4,9,0,0,Friday,9402,9603,94.02,96.03,1,-84.3757572,33.8343705,0.81162088,2925,1119,195,924,0,6.612282655,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Candler Park ,33.7623471,-84.3410014,204,free,1,70,9.1,10,2,0,Friday,204,206,204,206,1,-84.3356822,33.7576172,0.447893764,2305,677,468,128,0,7.181762563,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Inman Park/Reynoldstown,33.7577651,-84.3536191,30,free,1,78,9,13,5,0,Friday,30,17,30,17,1,-84.3671952,33.7659024,0.962447662,480,625,329,244,0,5.108502894,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Brookhaven  ,33.8596031,-84.3394018,214.05,free,1,74,8.1,5,0,0,Friday,21405,21411,214.05,214.11,0,-84.329312,33.8667772,0.762959901,2665,903,535,240,0,2.512146003,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Lenox  ,33.8448208,-84.3589471,94.03,free,1,68,9.1,9,0,0,Friday,9403,9602,94.03,96.02,1,-84.3614068,33.844113,0.149550546,2340,1211,548,583,0,10.92161401,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Inman Park/Reynoldstown,33.7577651,-84.3536191,30,free,1,78,9,13,5,0,Friday,30,205,30,205,1,-84.3416194,33.7526586,0.775244278,480,625,329,244,0,5.998109415,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Lindbergh Center   ,33.8236541,-84.3700046,94.02,free,1,79,9.4,9,0,0,Friday,9402,9403,94.02,94.03,1,-84.3599075,33.8315945,0.798930745,2925,1119,195,924,0,1.773203342,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,East Lake ,33.764698,-84.312939,208.01,free,1,57,8.4,5,1,0,Friday,20801,207,208.01,207,1,-84.3249841,33.7538959,1.018869513,955,505,351,98,0,1.701231916,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Lindbergh Center   ,33.8236541,-84.3700046,94.02,free,1,79,9.4,9,0,0,Friday,9402,92,94.02,92,1,-84.3618468,33.8122786,0.91592463,2925,1119,195,924,0,1.928834108,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Brookhaven  ,33.8596031,-84.3394018,214.05,free,1,74,8.1,5,0,0,Friday,21405,21416,214.05,214.16,0,-84.3339712,33.847324,0.904830283,2665,903,535,240,0,2.357716551,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Dunwoody  ,33.920888,-84.34428,212.15,free,1,50,7.6,8,0,0,Friday,21215,10110,212.15,101.1,0,-84.3632094,33.9205399,1.086787487,2480,1382,1001,122,0,3.097815081,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,East Lake ,33.764698,-84.312939,208.01,free,1,57,8.4,5,1,0,Friday,20801,225,208.01,225,1,-84.3054078,33.7759433,0.890263167,955,505,351,98,0,6.121785338,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,East Lake ,33.764698,-84.312939,208.01,free,1,57,8.4,5,1,0,Friday,20801,203,208.01,203,1,-84.3300628,33.76617,0.989919884,955,505,351,98,0,3.704003451,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,East Lake ,33.764698,-84.312939,208.01,free,1,57,8.4,5,1,0,Friday,20801,227,208.01,227,1,-84.3039234,33.7604658,0.595382589,955,505,351,98,0,3.275204948,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Lenox  ,33.8448208,-84.3589471,94.03,free,1,68,9.1,9,0,0,Friday,9403,9601,94.03,96.01,1,-84.3777069,33.8463916,1.083197423,2340,1211,548,583,0,5.046786992,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Candler Park ,33.7623471,-84.3410014,204,free,1,70,9.1,10,2,0,Friday,204,207,204,207,1,-84.3249841,33.7538959,1.090959477,2305,677,468,128,0,4.613675795,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Avondale,33.7756856,-84.2817456,226,free,1,68,9,10,0,0,Friday,226,22203,226,222.03,0,-84.2744189,33.786476,0.857039849,2015,1666,1202,255,0,5.717353757,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Inman Park/Reynoldstown,33.7577651,-84.3536191,30,free,1,78,9,13,5,0,Friday,30,32,30,32,1,-84.3650959,33.7498233,0.858735665,480,625,329,244,0,4.017534314,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Candler Park ,33.7623471,-84.3410014,204,free,1,70,9.1,10,2,0,Friday,204,202,204,202,1,-84.3401136,33.7755362,0.91372647,2305,677,468,128,0,3.721026054,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Avondale,33.7756856,-84.2817456,226,free,1,68,9,10,0,0,Friday,226,230,226,230,0,-84.2684881,33.7708628,0.832076554,2015,1666,1202,255,0,6.810270805,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Dunwoody  ,33.920888,-84.34428,212.15,free,1,50,7.6,8,0,0,Friday,21215,21216,212.15,212.16,0,-84.3271655,33.9277554,1.091133664,2480,1382,1001,122,0,2.566138405,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Kensington,33.7719453,-84.2510786,231.13,free,1,39,9,11,0,0,Friday,23113,23115,231.13,231.15,0,-84.2414147,33.7738177,0.570549243,985,645,356,176,0,1.957178422,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,DEKALB-PEACHTREE AIRPORT,Kensington,33.7719453,-84.2510786,231.13,free,1,39,9,11,0,0,Friday,23113,23102,231.13,231.02,0,-84.2570051,33.7656513,0.55287283,985,645,356,176,0,8.199595071,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,FULTON CO-BROWN FLD ARPT,King Memorial,33.7502611,-84.3758206,119,none,0,91,9.7,54,11,0,Friday,119,35,119,35,1,-84.3916061,33.7508367,0.908743598,1040,1134,107,1026,0,1.503907889,0,0,0,1,0,0,7,0,0,0,0,Friday,0
7/19/19,FULTON CO-BROWN FLD ARPT,Garnett   ,33.747845,-84.396415,35,none,0,79,9.8,56,4,0,Friday,35,120,35,120,1,-84.392823,33.7361403,0.835568581,460,374,9,365,0,1.655559298,0,0,0,1,0,0,7,0,0,0,0,Friday,0
